,Buy-and-Hold,Continuous-Rebalance,New Rebalancing Approach
893,862043.6622,859511.8767,868665.9312
894,859920.7065,856965.9323,865996.5331
895,858668.4373,855459.0597,864421.2395
896,853826.5482,849626.0798,858335.2296
897,849672.1497,844586.1602,853113.1203
898,848539.1777,843202.4209,851687.7357
899,848990.2804,843752.1413,852252.8992
900,845192.7046,839113.0196,847479.1735
901,846736.58,841007.3311,849417.5152
902,843275.8057,836765.6421,845067.0142
903,840991.1397,833950.2568,842194.4107
904,841381.7711,834431.3809,842683.5861
905,841629.5167,834735.7332,842993.2112
906,841724.7469,834851.6933,843111.1854
907,842432.7121,835723.9961,843999.1224
908,846855.5135,841176.5931,849555.1226
909,847078.8801,841448.7136,849834.113
910,850293.7455,845384.7354,853872.2208
911,854076.5994,849995.283,858624.063
912,858436.6166,855280.7764,864101.1685
913,861054.9379,858434.9637,867389.659
914,860878.5895,858221.8211,867166.3675
915,865120.6556,863315.1576,872495.2557
916,867406.4829,866043.0981,875365.9342
917,860279.9919,857559.8366,866409.0936
918,858034.3746,854858.7627,863585.5588
919,856178.2484,852618.8562,861251.4586
920,850687.4137,845977.8992,854349.9836
921,846385.5306,840733.2601,848942.5453
922,847863.3272,842544.0751,850797.8524
923,847529.6568,842134.192,850376.8701
924,848707.7024,843575.0498,851855.5102
925,845740.6576,839946.6064,848125.4296
926,850465.4049,845745.1435,854060.855
927,845600.7665,839812.6692,847946.2583
928,852196.7209,847910.9361,856233.0425
929,853433.1109,849413.3936,857784.9981
930,855755.9178,852232.2727,860702.1452
931,852243.9777,847980.6769,856287.3493
932,855040.3209,851380.6614,859799.5421
933,852034.9703,847737.9238,856021.3264
934,851570.8276,847171.6653,855436.3926
935,854029.4266,850163.7602,858524.1761
936,848942.3049,843989.5801,852130.0069
937,854813.2656,851163.5421,859505.7641
938,855046.004,851444.1638,859796.5311
939,850085.1232,845432.1059,853560.9961
940,859952.7013,857472.9847,865958.9028
941,860226.7328,857801.3558,866301.5587
942,863497.2547,861734.3984,870409.6044
943,863213.3239,861393.0042,870051.1249
944,868784.777,868066.2431,877050.5208
945,872561.3578,872555.2984,881794.4802
946,873361.3387,873500.2587,882798.0441
947,874357.5839,874676.1728,884048.2338
948,883692.6666,885690.3323,895777.0066
949,882792.8512,884640.551,894644.6066
950,879017.4641,880234.2832,889898.763
951,880079.8634,881479.0778,891232.0819
952,886209.314,888656.7142,898932.6576
953,888696.8145,891545.5812,902056.7586
954,883065.7789,885023.7578,894979.1072
955,884530.9582,886731.8916,896818.5595
956,885080.7216,887370.9075,897507.7
957,884233.7518,886384.2504,896441.7057
958,879435.3877,880793.9841,890410.3893
959,867185.5847,866431.131,875015.5948
960,867367.5955,866646.7695,875242.6175
961,867997.3093,867395.9458,876032.2238
962,873064.7089,873428.8958,882398.2261
963,872850.4376,873174.2453,882127.2807
964,875028.4992,875749.6359,884862.5409
965,877343.4605,878479.1317,887769.8292
966,880678.5278,882399.2974,891958.9826
967,882081.6696,884040.6446,893720.4786
968,876772.3953,877835.0703,887047.1524
969,871966.9341,872178.7901,881006.9178
970,873947.7365,874523.9819,883494.302
971,871425.7066,871543.2113,880323.4272
972,866029.3964,865145.153,873540.7317
973,864174.7602,862929.014,871208.5039
974,866454.7971,865657.7761,874071.9061
975,865712.0107,864769.8585,873136.8287
976,861183.2452,859357.553,867444.2899
977,862179.0884,860553.5668,868693.9744
978,855505.9638,852539.1018,860306.834
979,858680.0853,856385.3179,864293.743
980,863090.6855,861706.6128,869834.4112
981,871479.4033,871766.6742,880373.9818
982,877236.7897,878591.3593,887607.0216
983,874439.6646,875299.0516,884090.4621
984,873678.7855,874399.2129,883132.6494
985,875548.5821,876608.438,885480.5437
986,876304.7049,877498.8303,886428.9956
987,878557.1556,880150.9973,889257.733
988,882941.98,885300.216,894766.0113
989,887300.027,890388.3949,900240.6411
990,892677.1531,896631.2114,906995.8458
991,889953.2555,893488.9666,903571.3039
992,884398.6116,887060.0582,896589.6464
993,880692.3534,882738.9102,891930.6702
994,883776.0748,886350.0084,895803.9824
995,880894.811,882987.5864,892181.6943
996,878438.3211,880109.374,889093.177
997,875042.4887,876118.0733,884824.282
998,879604.4956,881501.8314,890555.2078
999,879463.8305,881335.6173,890376.7559
1000,878040.566,879664.3722,888586.5897
1001,874001.3203,874914.6326,883509.1815
1002,875652.4811,876865.3881,885582.3381
1003,873528.3891,874358.5798,882911.512
1004,875198.8694,876333.5056,885008.9455
1005,877108.3114,878585.7957,887406.6583
1006,874569.5377,875595.9387,884214.7432
1007,873644.8632,874502.4727,883051.1052
1008,882351.0619,884798.9129,893989.6223
1009,882896.866,885435.91,894673.7878
1010,889960.1149,893687.4591,903547.7742
1011,887013.6064,890275.5047,899843.4996
1012,893142.5559,897397.4619,907543.4455
1013,890839.5129,894741.0104,904647.7495
1014,883623.5319,886395.3834,895578.4558
1015,885081.5653,888096.3479,897408.9285
1016,883750.3945,886544.1391,895734.4872
1017,883235.5597,885942.0819,895085.8538
1018,885424.9737,888498.1698,897835.3793
1019,890664.5944,894600.1545,904417.7946
1020,891899.9241,896028.1149,905968.4178
1021,899357.7618,904640.8611,915338.2446
1022,896708.7516,901608.8834,912007.8063
1023,896275.5403,901110.5498,911461.741
1024,897106.066,902063.4804,912503.6875
1025,890398.3589,894366.0542,904073.0907
1026,886719.2841,890106.82,899448.2732
1027,887919.9332,891502.063,900955.3169
1028,891392.8042,895533.6616,905317.6345
1029,892268.9789,896545.4568,906416.9435
1030,894452.7628,899065.8005,909159.3943
1031,896036.8732,900888.7143,911148.2953
1032,891782.8919,895999.024,905801.0505
1033,886177.6782,889521.7012,898755.8468
1034,889957.3433,893920.1132,903503.6819
1035,888464.1575,892189.6276,901625.6526
1036,882810.3842,885626.7639,894519.429
1037,878721.9682,880845.434,889380.2334
1038,877572.3604,879492.7566,887933.9442
1039,870482.5077,871143.9529,879023.1432
1040,867372.2689,867445.2121,875113.125
1041,864447.2376,863951.4001,871435.8386
1042,874719.3808,876264.2884,884342.1218
1043,870598.8397,871391.7418,879162.5577
1044,877979.819,880164.9618,888435.8042
1045,872884.9995,874166.1324,882031.962
1046,872504.5767,873713.9918,881552.2306
1047,874081.5402,875582.6876,883532.1509
1048,871255.8612,872237.5284,879979.7106
1049,870648.775,871515.0282,879215.154
1050,873369.3104,874748.4559,882632.0868
1051,875272.5717,877001.8005,885022.0328
1052,874542.1467,876137.4922,884102.4887
1053,873840.2839,875306.224,883218.8358
1054,875149.1752,876854.4364,884861.8966
1055,881688.4712,884581.3367,893077.4839
1056,881823.4485,884738.3079,893245.4043
1057,882404.1378,885417.3598,893973.4064
1058,878075.0986,880349.4921,888531.8437
1059,880870.1807,883638.6556,892042.4519
1060,885346.3239,888887.0993,897665.4813
1061,882337.5444,885377.733,893882.9569
1062,882337.2229,885376.1948,893880.8608
1063,886352.1434,890074.8989,898924.3179
1064,885812.6931,889445.536,898244.7526
1065,887344.2262,891229.2592,900167.5849
1066,892976.9501,897779.0084,907243.9738
1067,888234.4329,892302.2488,901282.8346
1068,886034.9569,889745.7984,898517.281
1069,878608.8855,881091.817,889183.9876
1070,871774.5113,873049.2899,880594.2209
1071,868583.7696,869258.6873,876583.0428
1072,870082.8056,871045.424,878465.0394
1073,871148.758,872313.0368,879802.8231
1074,876767.2938,878989.9436,886861.3832
1075,880966.955,883943.4801,892136.9853
1076,880024.8004,882836.9665,890951.3818
1077,883947.0498,887442.8527,895878.3884
1078,882009.4613,885177.4407,893441.9226
1079,884072.5605,887593.401,896032.721
1080,879647.1624,882421.6214,890470.0736
1081,884809.5718,888488.3246,896955.4653
1082,892065.0243,896957.2026,906070.9749
1083,895408.9016,900823.0019,910271.199
1084,893864.5038,899043.4472,908328.8167
1085,899635.2699,905700.7151,915578.6692
1086,897603.1446,903372.1362,913023.4086
1087,901706.3823,908083.2912,918177.8449
1088,910262.6719,917857.0353,928927.9864
1089,914527.9171,922677.5931,934286.0014
1090,908371.8928,915753.6948,926548.6492
1091,900061.7416,906335.7371,916104.4212
1092,896989.0224,902816.495,912241.5502
1093,899307.2733,905480.546,915152.9722
1094,901286.7315,907748.4144,917638.6673
1095,908920.6934,916476.1198,927229.8118
1096,901358.9675,907910.8193,917726.0549
1097,905926.6211,913132.5086,923464.0764
1098,898151.9277,904293.3181,913692.7046
1099,895401.2622,901134.5557,910234.5263
1100,901859.2214,908574.3885,918347.9058
1101,905199.6023,912390.8146,922543.7363
1102,901789.3115,908508.9767,918256.6728
1103,905379.3627,912611.4434,922766.2391
1104,900900.0716,907513.9805,917135.8698
1105,907661.3735,915249.2915,925630.4297
1106,912209.5576,920408.7589,931343.9859
1107,910947.9852,918984.3426,929757.0019
1108,910139.0163,918069.1753,928738.7595
1109,906411.1771,913851.3659,924052.6647
1110,911779.136,919951.6721,930796.3498
1111,908831.8638,916623.3399,927091.1155
1112,909347.5562,917206.8313,927737.4426
1113,911268.6145,919381.3511,930149.7523
1114,906066.6651,913503.3212,923611.2906
1115,901158.774,907922.13,917442.3426
1116,904576.7343,911831.9903,921735.6594
1117,911543.1176,919767.16,930487.9246
1118,909225.8909,917148.7557,927574.4055
1119,909956.1651,917975.1222,928490.376
1120,913694.7512,922205.573,933186.5912
1121,910711.5288,918843.8311,929436.1819
1122,916313.0124,925177.1149,936473.3141
1123,915201.0445,923927.5575,935074.3232
1124,917935.8371,927002.2758,938509.1715
1125,919595.5263,928861.6539,940593.0448
1126,920051.2288,929370.617,941163.9885
1127,921193.9792,930647.4303,942598.2767
1128,922371.4406,931961.4121,944076.1826
1129,927916.9874,938143.9373,951043.0246
1130,934607.5996,945553.7538,959448.7558
1131,932816.4318,943584.6176,957196.2824
1132,927472.8722,937698.5608,950479.8733
1133,925613.7675,935637.2179,948142.0302
1134,930180.1691,940708.8483,953878.4784
1135,926967.7253,937159.0555,949840.0296
1136,922698.6536,932423.9391,944473.8219
1137,921868.0817,931497.2604,943428.4333
1138,919795.554,929183.969,940822.4029
1139,910685.8556,918993.0754,929373.4638
1140,915753.8933,924725.1642,935740.2679
1141,908974.9768,917103.4816,927220.1893
1142,908885.9497,917001.6685,927106.6258
1143,907241.5364,915136.339,925038.564
1144,914690.766,923599.2433,934397.5738
1145,915565.2275,924582.8765,935494.7302
1146,917672.361,926951.7318,938140.862
1147,921688.8811,931456.6569,943186.3292
1148,912767.5945,921496.165,931974.1483
1149,912198.3541,920852.8648,931257.1488
1150,915268.2646,924319.1606,935113.1062
1151,922238.1458,932160.8399,943869.7668
1152,919870.3072,929518.043,940892.6489
1153,915159.8141,924246.2155,934971.7512
1154,917249.1591,926596.7326,937595.53
1155,913050.5799,921882.5957,932317.9034
1156,913438.8053,922319.816,932804.0553
1157,910497.2502,919001.481,929106.0052
1158,909674.186,918068.8937,928070.0505
1159,913674.4308,922600.2846,933095.0661
1160,911355.8497,919985.0049,930179.845
1161,917805.618,927277.5323,938282.9319
1162,915808.491,925035.9495,935771.65
1163,918663.3535,928246.2718,939357.3782
1164,911662.7878,920399.2393,930558.7752
1165,912051.6945,920837.992,931045.7833
1166,906796.3681,914898.6097,924440.2481
1167,903706.4889,911383.2644,920555.8138
1168,903623.5513,911287.6187,920449.9024
1169,899159.1419,906189.2075,914838.2334
1170,907592.3059,915872.8587,925433.6553
1171,906774.3187,914942.3893,924404.0805
1172,902638.4519,910236.5098,919205.2582
1173,902408.3682,909972.4733,918914.4429
1174,910580.4929,919318.7876,929181.8428
1175,911816.638,920717.4726,930733.4907
1176,908675.1488,917164.8383,926784.2033
1177,906152.3731,914300.5894,923612.3913
1178,910533.2337,919287.7134,929115.6886
1179,912546.3608,921566.4984,931643.6921
1180,916684.5023,926240.0835,936841.9886
1181,915081.514,924437.5057,934825.9815
1182,909430.1456,918072.0996,927722.7799
1183,914306.537,923601.0362,933848.7612
1184,916441.8292,926007.5218,936530.2774
1185,912142.6481,921172.7003,931126.2344
1186,911941.2462,920944.1705,930871.4606
1187,911750.4407,920727.5792,930630.0024
1188,911082.9033,919971.7254,929789.4829
1189,912740.5218,921846.9426,931870.7542
1190,912622.1275,921712.3457,931720.2879
1191,913546.5469,922755.8944,932880.2212
1192,909987.6326,918739.1646,928406.3974
1193,910409.2163,919216.1011,928934.4674
1194,910269.9662,919057.476,928757.7937
1195,909840.6427,918570.1692,928216.6137
1196,908531.991,917085.7935,926570.4699
1197,907079.8492,915435.8398,924744.0165
1198,903748.028,911644.644,920555.5579
1199,903327.4347,911163.2082,920025.3482
1200,901341.7626,908892.6303,917528.4607
1201,897025.4714,903946.0492,912102.917
1202,900442.8834,907882.5723,916395.5449
1203,890857.8793,896885.6715,904349.3368
1204,889125.8172,894872.9712,902171.1354
1205,886776.6725,892137.4652,899217.5082
1206,896072.9406,902990.6608,910897.5065
1207,906393.3732,914897.3467,923864.4702
1208,915559.1995,925336.2989,935380.5554
1209,922406.6729,933047.0909,943983.3984
1210,918357.5396,928523.4432,938893.5654
1211,925907.1114,936997.787,948378.6653
1212,928973.7076,940408.3368,952230.4579
1213,929274.5781,940741.1193,952606.8398
1214,927977.0186,939302.7234,950974.6345
1215,927654.3089,938943.8674,950567.4254
1216,925550.397,936607.3885,947921.9576
1217,930341.7233,941939.399,953941.0462
1218,930094.1648,941664.7107,953628.2721
1219,919229.7424,929637.1032,939974.3469
1220,919312.115,929728.6946,940076.1642
1221,924780.0953,935859.6917,946945.5362
1222,921305.9135,931988.0147,942578.1873
1223,926459.0739,937752.5936,949051.9566
1224,927700.2051,939132.0037,950609.87
1225,924961.0428,936089.722,947166.1466
1226,920604.8666,931236.1997,941690.4836
1227,925432.7857,936641.7194,947755.5546
1228,937232.5475,949778.8368,962581.4432
1229,927439.7676,939023.7805,950274.1439
1230,918996.1336,929642.1841,939662.1814
1231,917692.3953,928178.0675,938022.2118
1232,922924.6634,934059.3689,944595.3878
1233,926407.6478,937949.7965,948970.414
1234,927631.3097,939310.2694,950506.3754
1235,927511.2214,939176.1586,950353.7804
1236,928503.0314,940277.3413,951598.3968
1237,926568.1527,938129.3034,949165.3361
1238,933010.6235,945295.1801,957259.2529
1239,930787.8418,942840.5625,954464.4134
1240,936704.8054,949388.7705,961897.9778
1241,931504.7345,943672.2208,955361.8765
1242,934027.5228,946461.7437,958530.3203
1243,933441.0215,945814.2929,957791.6307
1244,930836.9679,942939.7959,954517.6849
1245,937167.2473,949945.4618,962470.6219
1246,934969.4537,947529.8984,959707.1824
1247,929271.8397,941252.7585,952545.8686
1248,923757.4641,935136.6135,945614.8122
1249,922352.4626,933567.3135,943847.5952
1250,931982.5393,944334.8962,955947.0575
1251,934827.5413,947479.6534,959520.3949
1252,935614.9331,948346.7083,960508.1394
1253,934748.8801,947392.5412,959418.1652
1254,936576.2766,949405.6813,961712.7795
1255,940419.9636,953632.3342,966541.0646
1256,950578.6454,964755.4923,979304.7721
1257,954305.0001,968788.3938,983985.6172
1258,964536.1325,979817.0832,996840.3662
1259,958325.2252,973195.875,989034.048
1260,962866.8578,978069.5194,994739.3714
1261,960637.8264,975688.5178,991936.6785
1262,967621.9702,983165.3271,1000711.262
1263,962914.1017,978162.3921,994793.662
1264,958637.3243,973594.3986,989417.7714
1265,954508.4744,969163.7093,984227.7665
1266,948392.1238,962569.8128,976540.2684
1267,950871.3377,965260.2253,979653.9565
1268,951451.5105,965887.7012,980381.3096
1269,954103.0126,968755.5977,983711.495
1270,951945.0907,966427.5886,980998.1583
1271,949212.381,963472.4884,977562.5432
1272,954307.6613,968997.2921,983963.5804
1273,954750.5476,969474.4277,984518.4193
1274,946813.9123,960919.8531,974543.5513
1275,956438.9961,971387.5529,986636.7395
1276,951191.7131,965741.0225,980041.3116
1277,952061.8969,966682.2347,981133.0926
1278,951178.1045,965726.1846,980020.827
1279,950362.076,964842.5778,978993.7135
1280,964896.0495,980585.2692,997255.4125
1281,961350.8162,976804.962,992798.7803
1282,960668.8544,976074.579,991940.135
1283,958692.9549,973957.5788,989455.5277
1284,961991.078,977497.35,993598.2571
1285,963552.4381,979166.9761,995558.5702
1286,974660.4012,991027.6677,1009515.144
1287,970704.814,986853.4377,1004542.862
1288,977235.4386,993772.9589,1012747.552
1289,967269.6964,983284.7388,1000222.909
1290,970041.3119,986232.8238,1003704.029
1291,969806.1371,985983.0625,1003406.816
1292,972176.2876,988496.9809,1006383.455
1293,970651.5122,986883.1469,1004465.73
1294,968316.3832,984408.0479,1001529.715
1295,962707.4254,978447.6193,994479.8065
1296,966873.193,982900.4257,999712.818
1297,968521.4835,984654.1737,1001782.368
1298,975068.5354,991609.4132,1010007.701
1299,970456.151,986743.0557,1004210.087
1300,969072.3281,985275.5948,1002469.483
1301,965662.0974,981654.2682,998182.4949
1302,971994.9554,988403.4545,1006138.672
1303,971329.0867,987698.2468,1005300.25
1304,970802.9074,987140.4871,1004637.361
1305,976972.2467,993679.6573,1012388.06
1306,976648.3737,993338.3429,1011979.39
1307,987368.998,1004631.169,1025449.234
1308,995714.3608,1013323.511,1035934.325
1309,993688.778,1011231.37,1033387.285
1310,992480.2508,1009980.409,1031866.958
1311,998599.9707,1016321.516,1039555.306
1312,993275.9348,1010838.729,1032863.43
1313,1001029.03,1018866.145,1042604.278
1314,1004160.437,1022083.276,1046537.511
1315,1005105.546,1023051.206,1047723.444
1316,1007903.527,1025914.057,1051237.695
1317,1002260.522,1020155.915,1045337.347
1318,996450.0741,1014193.167,1039261.921
1319,1002116.707,1020042.152,1045186.931
1320,999392.3356,1017245.79,1042338.307
1321,991769.6555,1009400.438,1034368.011
1322,996622.4646,1014433.619,1039442.087
1323,994602.9841,1012348.998,1037330.497
1324,995901.75,1013692.053,1038688.465
1325,1002767.788,1020784.552,1045867.573
1326,1002868.497,1020887.797,1045972.853
1327,1005451.679,1023537.047,1048673.807
1328,1000476.195,1018447.086,1043471.419
1329,998304.4047,1016213.97,1041200.574
1330,993440.0271,1011201.617,1036114.359
1331,995767.677,1013611.993,1038548.128
1332,995282.693,1013110.787,1038041.008
1333,997714.2019,1015623.871,1040583.372
1334,1003664.865,1021760.09,1046805.364
1335,1002923.966,1021000.613,1046030.658
1336,1008397.329,1026615.127,1051753.585
1337,1013093.234,1031405.872,1056663.602
1338,1005776.881,1023976.867,1049013.602
1339,1006935.624,1025162.222,1050225.162
1340,1001507.754,1019615.994,1044549.76
1341,1001265.409,1019366.935,1044296.342
1342,995218.6121,1013153.171,1037973.79
1343,993118.7848,1010981.824,1035778.189
1344,997810.5874,1015843.327,1040683.917
1345,1002151.958,1020320.045,1045223.233
1346,995514.8525,1013504.996,1038283.454
1347,995579.5902,1013571.798,1038351.122
1348,988551.4989,1006307.44,1031002.528
1349,996213.2557,1014284.681,1039013.64
1350,994450.951,1012464.102,1037170.952
1351,999653.527,1017848.636,1042610.744
1352,1011175.559,1029711.63,1054658.159
1353,1012383.271,1030940.843,1055920.922
1354,1004377.19,1022801.874,1047549.742
1355,1006402.502,1024877.362,1049667.387
1356,1000364.753,1018703.125,1043354.295
1357,1005592.763,1024082.663,1048820.681
1358,1005725.334,1024218.32,1048959.276
1359,1012117.899,1030760.431,1055643.32
1360,1010221.32,1028831.62,1053660.236
1361,1010958.475,1029582.63,1054430.983
1362,1016681.217,1035409.527,1060414.662
1363,1026051.373,1044895.919,1070212.075
1364,1028810.972,1047665.021,1073097.49
1365,1025606.698,1044458.325,1069747.081
1366,1021833.416,1040670.821,1065801.714
1367,1020696.939,1039526.021,1064613.393
1368,1021480.544,1040316.443,1065432.709
1369,1025475.482,1044342.626,1069609.795
1370,1028616.514,1047496.337,1072894.036
1371,1020265.943,1039137.555,1064162.658
1372,1017551.394,1036398.106,1061324.304
1373,1016608.045,1035443.679,1060337.917
1374,1012311.394,1031092.076,1055845.318
1375,1012612.963,1031398.783,1056160.616
1376,1011850.465,1030623.489,1055363.328
1377,1011991.372,1030766.882,1055510.638
1378,1008754.874,1027474.078,1052126.534
1379,1002683.696,1021277.817,1045778.49
1380,996710.1809,1015142.95,1039532.56
1381,999634.0357,1018163.761,1042589.721
1382,992070.248,1010371.454,1034681.004
1383,1001445.323,1020104.504,1044483.561
1384,999146.7346,1017740.558,1042080.135
1385,1001121.152,1019775.692,1044144.565
1386,1004205.526,1022948.199,1047369.565
1387,1000970.104,1019629.895,1043986.586
1388,1006907.628,1025738.339,1050194.839
1389,1010340.786,1029249.74,1053784.528
1390,1007962.169,1026824.972,1051297.424
1391,1016744.633,1035798.869,1060480.348
1392,1022749.762,1041882.111,1066759.29
1393,1027205.667,1046369.299,1071418.362
1394,1018747.726,1037887.803,1062574.718
1395,1023008.124,1042195.127,1067029.368
1396,1020072.391,1039238.937,1063959.744
1397,1022247.274,1041435.205,1066233.78
1398,1025818.34,1045033.501,1069967.666
1399,1022697.06,1041899.227,1066704.034
1400,1029546.553,1048798.128,1073865.842
1401,1032483.589,1051737.072,1076936.786
1402,1031811.373,1051066.502,1076233.896
1403,1031921.907,1051177.043,1076349.448
1404,1026709.146,1045972.787,1070898.964
1405,1033547.374,1052834.387,1078048.994
1406,1028562.627,1047864.77,1072836.921
1407,1026032.158,1045329.883,1070191.041
1408,1024613.188,1043905.069,1068707.344
1409,1020823.348,1040094.112,1064744.666
1410,1016106.421,1035333.866,1059812.627
1411,1024951.043,1044302.351,1069060.542
1412,1028571.883,1047942.128,1072846.471
1413,1027666.562,1047035.314,1071899.845
1414,1032113.145,1051493.588,1076549.171
1415,1034691.529,1054068.011,1079245.108
1416,1031643.752,1051032.609,1076058.331
1417,1021692.26,1041091.228,1065653.03
1418,1016755.581,1036112.176,1060491.217
1419,1022955.53,1042395.248,1066973.862
1420,1023006.495,1042446.682,1067027.129
1421,1019838.051,1039254.884,1063714.182
1422,1014058.319,1033415.112,1057670.874
1423,1029213.397,1048815.724,1073517.002
1424,1027609.294,1047209.195,1071839.73
1425,1026948.203,1046546.249,1071148.472
1426,1034921.998,1054548.874,1079485.851
1427,1031846.042,1051484.79,1076269.61
1428,1031013.711,1050653.453,1075399.303
1429,1015332.351,1034975.384,1059002.852
1430,1020345.159,1040064.418,1064244.222
1431,1018680.957,1038382.979,1062504.111
1432,1022060.346,1041802.979,1066037.579
1433,1012251.1,1031909.458,1055781.01
1434,1006122.517,1025668.116,1049372.942
1435,1005864.288,1025403.493,1049102.916
1436,1007444.055,1027022.71,1050754.699
1437,1002136.069,1021590.485,1045204.647
1438,998352.1416,1017697.506,1041248.152
1439,998787.5981,1018147.14,1041703.443
1440,1009881.851,1029600.744,1053303.573
1441,1015580.826,1035419.385,1059262.399
1442,1010918.708,1030686.436,1054387.668
1443,1004829.961,1024475.91,1048021.252
1444,1002473.552,1022057.71,1045557.369
1445,1005155.042,1024815.819,1048361.114
1446,1004281.224,1023919.23,1047447.429
1447,1011352.281,1031179.733,1054840.904
1448,1005505.296,1025218.146,1048727.276
1449,1005430.232,1025141.112,1048648.767
1450,1002214.189,1021842.69,1045286.051
1451,996538.0547,1016001.873,1039351.064
1452,998802.3878,1018345.337,1041718.629
1453,994075.3314,1013464.075,1036775.997
1454,1000045.9,1019658.995,1043018.803
1455,1006205.321,1026011.729,1049459.071
1456,1011300.015,1031233.747,1054786.062
1457,1004879.527,1024686.133,1048072.779
1458,1002360.561,1022100.611,1045438.926
1459,1001316.465,1021026.163,1044347.199
1460,1000859.888,1020555.713,1043869.779
1461,999967.7444,1019636.184,1042936.933
1462,998266.0382,1017880.61,1041157.608
1463,992002.9365,1011408.212,1034608.887
1464,996322.9105,1015900.825,1039125.83
1465,995650.6918,1015204.686,1038422.937
1466,995713.419,1015269.554,1038488.503
1467,999984.9361,1019695.57,1042954.78
1468,1001374.105,1021128.542,1044407.274
1469,1001380.972,1021135.533,1044414.433
1470,1003421.073,1023237.161,1046547.54
1471,995939.5738,1015546.115,1038724.864
1472,992195.5043,1011667.131,1034810.043
1473,995050.6988,1014636.374,1037795.413
1474,1005085.484,1025042.31,1048287.763
1475,1002763.679,1022658.691,1045860.062
1476,1001685.829,1021549.511,1044733.041
1477,1000574.752,1020405.021,1043571.277
1478,1005314.36,1025292.415,1048526.99
1479,1004348.616,1024301.124,1047517.187
1480,1011190.417,1031330.33,1054670.952
1481,1019834.068,1040150.306,1063708.732
1482,1027643.716,1048052.173,1071874.479
1483,1029284.947,1049700.423,1073590.529
1484,1037172.638,1057608.759,1081837.877
1485,1038558.66,1058988.327,1083287.08
1486,1035269.712,1055719.321,1079848.134
1487,1040870.198,1061303.19,1085703.981
1488,1042667.965,1063086.442,1087583.705
1489,1046647.128,1067026.849,1091744.297
1490,1050898.742,1071221.76,1096189.763
1491,1040660.985,1061162.441,1085485.143
1492,1041397.041,1061892.98,1086254.741
1493,1043129.118,1063610.391,1088065.779
1494,1038468.652,1058997.705,1083192.775
1495,1037526.414,1058061.139,1082207.55
1496,1047113.253,1067600.245,1092231.527
1497,1044020.753,1064550.694,1088997.988
1498,1060026.722,1080384.048,1105733.808
1499,1066686.973,1086876.829,1112697.744
1500,1063931.018,1084206.725,1109816.096
1501,1061371.005,1081720.325,1107139.325
1502,1056766.155,1077237.421,1102324.473
1503,1059197.884,1079615.509,1104867.067
1504,1064957.234,1085234.693,1110889.022
1505,1071077.894,1091175.809,1117288.762
1506,1067287.021,1087516.549,1113325.005
1507,1067495.462,1087718.865,1113542.929
1508,1068806.872,1088989.257,1114914.118
1509,1074065.926,1094077.296,1120412.963
1510,1070904.338,1091033.789,1117107.185
1511,1068867.804,1089067.758,1114977.764
1512,1077731.149,1097642.588,1124245.256
1513,1080710.279,1100502.453,1127360.213
1514,1091574.935,1110904.79,1138720.276
1515,1095338.607,1114474.849,1142655.55
1516,1101015.481,1119842.384,1148591.268
1517,1098476.761,1117454.104,1145936.761
1518,1099646.6,1118557.901,1147159.923
1519,1100960.88,1119796.601,1148534.113
1520,1089826.182,1109319.506,1136891.651
1521,1083328.435,1103147.226,1130097.586
1522,1084757.94,1104513.509,1131592.255
1523,1082049.322,1101929.489,1128760.103
1524,1085741.252,1105460.975,1132620.362
1525,1093133.964,1112509.737,1140350.16
1526,1088324.664,1107954.009,1135321.535
1527,1085477.084,1105245.39,1132344.084
1528,1084899.899,1104695.535,1131740.558
1529,1079271.889,1099325.833,1125855.89
1530,1073408.202,1093704.234,1119724.797
1531,1068377.169,1088855.787,1114464.327
1532,1070824.847,1091226.056,1117023.599
1533,1070143.422,1090568.243,1116311.079
1534,1064499.318,1085113.092,1110409.582
1535,1072990.711,1093363.729,1119288.162
1536,1073463.589,1093820.137,1119782.581
1537,1062879.768,1083619.914,1108716.117
1538,1061268.229,1082052.273,1107031.069
1539,1057916.151,1078786.383,1103526.115
1540,1062845.998,1083605.166,1108680.742
1541,1064442.711,1085159.155,1110350.244
1542,1051387.009,1072474.633,1096699.18
1543,1055075.938,1076102.627,1100556.303
1544,1063734.573,1084588.419,1109609.75
1545,1073551.505,1094134.796,1119874.313
1546,1071716.618,1092366.429,1117955.734
1547,1074050.38,1094620.359,1120395.893
1548,1070610.861,1091306.506,1116799.512
1549,1066363.726,1087201.667,1112358.685
1550,1059225.391,1080276.465,1104894.821
1551,1057675.487,1078763.188,1103274.22
1552,1061223.3,1082232.588,1106983.792
1553,1060177.457,1081213.474,1105890.237
1554,1064878.32,1085800.003,1110805.438
1555,1057092.8,1078235.991,1102664.877
1556,1052854.425,1074089.509,1098233.211
1557,1056835.085,1077999.625,1102395.368
1558,1057000.19,1078161.571,1102567.979
1559,1064003.892,1085015.736,1109891.029
1560,1064977.132,1085962.509,1110908.628
1561,1060206.08,1081327.355,1105919.994
1562,1065362.26,1086359.121,1111311.274
1563,1057432.985,1078657.026,1103020.402
1564,1068264.741,1089255.162,1114346.065
1565,1073015.051,1093857.687,1119312.969
1566,1067931.526,1088953.56,1113997.613
1567,1063876.9,1085024.239,1109758.075
1568,1061275.299,1082493.793,1107037.819
