,Buy-and-Hold,Continuous-Rebalance,New Rebalancing Approach
185,1036625.622,1038797.018,1036625.622
186,1039257.683,1041348.282,1039257.683
187,1042636.144,1044614.867,1042636.144
188,1038827.658,1040944.563,1038827.658
189,1034352.631,1036616.602,1034352.631
190,1043231.249,1045239.769,1043231.249
191,1033978.611,1036327.947,1033978.611
192,1033007.205,1035384.38,1033007.205
193,1034465.395,1036802.858,1034465.395
194,1033979.556,1036331.265,1033979.556
195,1031776.029,1034190.568,1031776.029
196,1035330.35,1037651.998,1035330.35
197,1030733.376,1033191.355,1030733.376
198,1038035.455,1040308.186,1038035.455
199,1045981.498,1048000.236,1045981.498
200,1047047.447,1049024.952,1047047.447
201,1046158.984,1048172.373,1046158.984
202,1045360.046,1047405.093,1045360.046
203,1041189.338,1043394.874,1041189.338
204,1046038.658,1048076.709,1046038.658
205,1041317.876,1043540.376,1041317.876
206,1045890.415,1047954.095,1045890.415
207,1051902.686,1053733.427,1051902.686
208,1045604.687,1047712.921,1045604.687
209,1037188.175,1039621.621,1037188.175
210,1037081.495,1039518.521,1037081.495
211,1033217.564,1035773.871,1033217.564
212,1032268.662,1034851.212,1032268.662
213,1032126.526,1034713.064,1032126.526
214,1042518.389,1044830.817,1042518.389
215,1051368.756,1053366.423,1051368.756
216,1055622.781,1057436.199,1055622.781
217,1040764.51,1043276.674,1040764.51
218,1036309.761,1038973.685,1036309.761
219,1037387.426,1040019.287,1037387.426
220,1041444.159,1043951.346,1041444.159
221,1038382.784,1040995.586,1038382.784
222,1036568.67,1039239.441,1036568.67
223,1026755.323,1029720.763,1026755.323
224,1019389.367,1022509.685,1019389.367
225,1012942.516,1016153.228,1012942.516
226,1015422.358,1018613.814,1015422.358
227,1014443.571,1017645.117,1014443.571
228,1014923.358,1018120.589,1014923.358
229,1015881.2,1019069.148,1015881.2
230,1015224.642,1018419.659,1015224.642
231,1013192.024,1016407.472,1013192.024
232,1021837.047,1024983.423,1021837.047
233,1028567.68,1031605.176,1028567.68
234,1032827.504,1035768.935,1032827.504
235,1028252.074,1031314.536,1028252.074
236,1033427.909,1036375.671,1033427.909
237,1017476.971,1020855.652,1017476.971
238,1020257.559,1023602.995,1020257.559
239,1023731.971,1027026.824,1023731.971
240,1023507.897,1026806.908,1023507.897
241,1015880.059,1019313.489,1015880.059
242,1013996.728,1017449.854,1013996.728
243,1015043.763,1018487.979,1015043.763
244,1010082.592,1013574.54,1010082.592
245,1006702.926,1010210.483,1006702.926
246,1005006.84,1008516.811,1005006.84
247,999069.327,1002576.946,999069.327
248,999220.4376,1002729.001,999220.4376
249,997510.0513,1001007.988,997510.0513
250,1008611.291,1012198.002,1008611.291
251,1000552.499,1004163.438,1000552.499
252,1001252.609,1004867.037,1001252.609
253,997546.2086,1001145.064,997546.2086
254,1000806.904,1004431.809,1000806.904
255,998055.7285,1001667.418,998055.7285
256,988711.1193,992251.7584,988711.1193
257,991023.1955,994603.4952,991023.1955
258,984500.9608,987984.6425,984500.9608
259,982715.5621,986160.5372,982715.5621
260,980435.3953,983826.4013,980435.3953
261,977990.3639,981317.6236,977990.3639
262,977890.7611,981214.9762,977890.7611
263,975879.0291,979145.1086,975879.0291
264,981500.3677,984940.4945,981500.3677
265,978415.0512,981777.8776,978415.0512
266,977893.097,981241.0114,977893.097
267,973228.2822,976441.6524,973228.2822
268,969780.1389,972876.7253,969780.1389
269,972118.381,975303.087,972118.381
270,964277.5304,967185.9925,964277.5304
271,970423.8467,973602.4332,970423.8467
272,966807.5283,969852.0507,966807.5283
273,967108.8266,970165.4705,967108.8266
274,963626.6758,966540.959,963626.6758
275,972207.119,975505.487,972207.119
276,969681.0259,972890.2294,969681.0259
277,969655.486,972863.4516,969655.486
278,974150.3392,977528.8417,974150.3392
279,972910.1811,976247.2802,972910.1811
280,978175.1911,981693.1669,978175.1911
281,978707.6955,982240.8113,978707.6955
282,972574.4538,975934.421,972574.4538
283,981893.7566,985579.6557,981893.7566
284,987924.6972,991759.9986,987924.6972
285,988590.7917,992438.3666,988590.7917
286,993588.0683,997524.4844,993588.0683
287,992954.3791,996882.6141,992954.3791
288,992180.0184,996097.8023,992180.0184
289,995742.9634,999711.2603,995742.9634
290,992986.1382,996925.1603,992986.1382
291,995530.2769,999503.3159,995530.2769
292,987426.6861,991312.1523,987426.6861
293,984321.8173,988147.5501,984321.8173
294,976877.0629,980535.8881,976877.0629
295,979963.0657,983716.1145,979963.0657
296,984737.6249,988620.3601,984737.6249
297,980062.7386,983841.5485,980062.7386
298,983798.1401,987678.3711,983798.1401
299,985909.229,989838.2864,985909.229
300,985987.437,989918.0035,985987.437
301,977680.5096,981438.1595,977680.5096
302,976636.6825,980363.0248,976636.6825
303,982613.2639,986524.6699,982613.2639
304,979298.0968,983127.7885,979298.0968
305,978182.5582,981980.8267,978182.5582
306,985138.9802,989140.1795,985138.9802
307,993238.3447,997415.9704,993238.3447
308,992125.8846,996288.5295,992125.8846
309,982719.7189,986744.9513,982719.7189
310,982549.3247,986570.2051,982549.3247
311,981302.7538,985292.5573,981302.7538
312,983320.8264,987362.9284,983320.8264
313,977381.2975,981280.6952,977381.2975
314,981133.346,985146.6012,981133.346
315,976995.3539,980899.1923,976995.3539
316,970414.5606,974115.5026,970414.5606
317,973023.0684,976822.8702,973023.0684
318,971502.1656,975248.1896,971502.1656
319,965259.9095,968775.9637,965259.9095
320,965672.0393,969205.8368,965672.0393
321,965275.7405,968792.0339,965275.7405
322,969787.1702,973500.7564,969787.1702
323,973506.489,977364.1156,973506.489
324,975464.1297,979389.6441,975464.1297
325,972838.2544,976677.9439,972838.2544
326,972426.6222,976251.4131,972426.6222
327,974284.6542,978176.0867,974284.6542
328,982228.6536,986389.9502,982228.6536
329,971304.1442,975187.7933,971304.1442
330,968256.3445,972025.7487,968256.3445
331,961687.2697,965188.3723,961687.2697
332,959046.9224,962420.4206,959046.9224
333,958369.1281,961707.5606,958369.1281
334,961642.3828,965150.6555,961642.3828
335,957927.1508,961256.0088,957927.1508
336,963215.4082,966822.0556,963215.4082
337,956019.5612,959290.5551,956019.5612
338,962455.5942,966078.893,962455.5942
339,961985.682,965586.3737,961985.682
340,961561.0975,965141.071,961561.0975
341,965298.818,969059.3558,965298.818
342,969770.4937,973728.3709,969770.4937
343,970715.5237,974710.1755,970715.5237
344,967776.0323,971658.1328,967776.0323
345,963316.2483,967012.5337,963316.2483
346,968020.4571,971935.6316,968020.4571
347,972614.1659,976719.2334,972614.1659
348,972916.1744,977031.9278,972916.1744
349,970907.1286,974950.3111,970907.1286
350,975129.0317,979333.229,975129.0317
351,979265.8044,983608.7711,979265.8044
352,973020.2866,977181.942,973020.2866
353,971467.1845,975572.9952,971467.1845
354,972506.0783,976650.6943,972506.0783
355,970077.2476,974133.2058,970077.2476
356,966595.1763,970514.3674,966595.1763
357,968023.2109,972003.5083,968023.2109
358,964098.8047,967916.3451,964098.8047
359,960130.7543,963766.2374,960130.7543
360,951480.6901,954679.8552,951480.6901
361,955024.7105,958438.2115,955024.7105
362,954861.8105,958265.724,954861.8105
363,952111.364,955359.2006,952111.364
364,949141.0432,952210.8292,949141.0432
365,956397.3093,959926.6902,956397.3093
366,960410.0284,964158.9182,960410.0284
367,953062.4762,956442.1657,953062.4762
368,952657.201,956012.6429,952657.201
369,950721.3937,953961.4272,950721.3937
370,949915.257,953105.1936,949915.257
371,951670.9186,954970.3135,951670.9186
372,953717.6217,957140.6159,953717.6217
373,948881.5557,952022.6782,948881.5557
374,948075.1323,951164.3502,948075.1323
375,954279.2009,957769.9798,954279.2009
376,949082.7004,952273.7529,949082.7004
377,946609.9771,949643.3112,946609.9771
378,942005.2474,944731.4311,942005.2474
379,940446.1579,943059.2579,940446.1579
380,946248.1423,949291.2178,946248.1423
381,941179.9168,943881.9282,941179.9168
382,945864.0124,948909.311,945864.0124
383,945693.0138,948726.2703,945693.0138
384,951291.2368,954703.5688,951291.2368
385,950268.7973,953618.1218,950268.7973
386,949298.4761,952586.8089,949298.4761
387,942446.4507,945298.5423,942446.4507
388,938298.6211,940852.385,938298.6211
389,944620.2637,947660.2418,944620.2637
390,951634.5509,955160.8252,951634.5509
391,955747.1256,959523.8353,955747.1256
392,960057.3768,964075.9266,960057.3768
393,967789.166,972203.2254,967789.166
394,967883.5641,972301.3528,967883.5641
395,969411.1097,973893.3759,969411.1097
396,972092.8753,976684.2798,972092.8753
397,964792.1055,969107.2861,964792.1055
398,956017.5157,959928.7477,956017.5157
399,962049.4137,966298.0383,962049.4137
400,956919.5796,960915.4751,956919.5796
401,960055.462,964223.4453,960055.462
402,960288.1763,964467.7624,960288.1763
403,955984.7518,959943.6462,955984.7518
404,956186.278,960156.1037,956186.278
405,954075.778,957927.0229,954075.778
406,949894.0426,953500.663,949894.0426
407,949117.4184,952674.3524,949117.4184
408,943394.906,946582.8546,943394.906
409,933832.4064,936338.998,933832.4064
410,935298.4142,937926.3823,935298.4142
411,933496.2808,935977.3348,933496.2808
412,935242.0393,937868.4403,935242.0393
413,937513.5707,940324.2926,937513.5707
414,930979.9541,933276.5727,930979.9541
415,933726.8472,936261.2746,933726.8472
416,934336.6251,936921.3112,934336.6251
417,936753.6376,939537.3785,936753.6376
418,940662.0571,943756.3399,940662.0571
419,946780.8437,950332.2792,946780.8437
420,944076.9857,947445.7033,944076.9857
421,948457.0704,952134.5205,948457.0704
422,940308.8406,943452.9338,940308.8406
423,939037.1932,942084.8676,939037.1932
424,942959.6256,946308.7789,942959.6256
425,943281.8951,946653.8036,943281.8951
426,947196.6484,950849.1266,947196.6484
427,952766.3991,956791.5768,952766.3991
428,946283.9793,949917.1943,946283.9793
429,946303.9095,949938.0011,946303.9095
430,946747.8059,950411.6887,946747.8059
431,946749.3993,950412.9112,946749.3993
432,944574.0151,948089.9926,944574.0151
433,942210.278,945559.3499,942210.278
434,939382.61,942524.1767,939382.61
435,937055.4298,940018.1894,937055.4298
436,943062.0525,946502.3718,943062.0525
437,948238.2578,952051.7871,948238.2578
438,943991.2539,947524.0151,943991.2539
439,947737.4173,951536.4014,947737.4173
440,951163.1422,955189.8098,951163.1422
441,948268.0042,952112.9965,948268.0042
442,942923.2256,946414.9965,942923.2256
443,943614.7093,947156.1677,943614.7093
444,946054.7432,949770.4009,946054.7432
445,938564.435,941764.2737,938564.435
446,937609.9366,940734.7705,937609.9366
447,944898.8484,948600.4015,944898.8484
448,943916.153,947548.2248,943916.153
449,951253.4304,955408.8783,951253.4304
450,957032.182,961550.0957,957032.182
451,963329.524,968199.7001,963329.524
452,954623.2434,959068.2188,954623.2434
453,959267.5072,963985.1558,959267.5072
454,949209.2911,953387.4495,949209.2911
455,943104.7894,946883.2546,943104.7894
456,942923.5038,946688.258,942923.5038
457,939423.4459,942932.1807,939423.4459
458,941684.2365,945366.9575,941684.2365
459,938629.5961,942083.914,938629.5961
460,941339.3627,945005.0303,941339.3627
461,936712.8606,940031.0105,936712.8606
462,932772.8506,935772.8642,932772.8506
463,938986.3185,942517.5962,938986.3185
464,944796.7354,948780.674,944796.7354
465,945027.664,949027.454,945027.664
466,946113.9065,950189.8884,946113.9065
467,939353.0076,942960.6487,939353.0076
468,932905.048,936011.7791,932905.048
469,928414.4429,931136.1703,928414.4429
470,932598.8087,935702.3371,932598.8087
471,931969.1836,935017.9539,931969.1836
472,935415.1195,938762.3804,935415.1195
473,929070.5396,931893.1533,929070.5396
474,931545.2915,934591.4741,931545.2915
475,935663.3493,939068.8295,935663.3493
476,936752.1644,940246.7796,936752.1644
477,938580.8148,942222.9777,938580.8148
478,942570.1488,946526.1149,942570.1488
479,938944.7656,942632.6585,938944.7656
480,936344.3432,939827.8098,936344.3432
481,931965.1292,935090.675,931965.1292
482,933738.0915,937017.2676,933738.0915
483,936730.7421,940263.0941,936730.7421
484,947822.3459,952254.7624,947822.3459
485,946696.9695,951052.8383,946696.9695
486,942575.5468,946646.5548,942575.5468
487,944339.6241,948540.6541,944339.6241
488,945699.9563,949998.4254,945699.9563
489,939110.8208,942946.2405,939110.8208
490,933902.9691,937329.5408,933902.9691
491,935035.9943,938558.0466,935035.9943
492,931258.2378,934464.6356,931258.2378
493,929968.5549,933060.578,929968.5549
494,924040.1347,926599.1492,924040.1347
495,927954.929,930895.3337,927954.929
496,932876.3021,936271.7696,932876.3021
497,936082.3504,939753.5698,936082.3504
498,933101.8656,936527.509,933101.8656
499,931341.3054,934614.9327,931341.3054
500,940257.564,944316.9806,940257.564
501,939881.0984,943910.9091,939881.0984
502,937821.2949,941690.7187,937821.2949
503,945648.202,950144.7788,945648.202
504,941950.9735,946185.2921,941950.9735
505,946816.6734,951416.3656,946816.6734
506,946443.1625,951016.4497,946443.1625
507,938939.0565,942988.0705,938939.0565
508,937723.9194,941676.3828,937723.9194
509,940288.154,944446.7281,940288.154
510,937727.5374,941687.3769,937727.5374
511,937870.6859,941841.4965,937870.6859
512,934578.648,938284.2137,934578.648
513,937385.9281,941328.3936,937385.9281
514,940198.0229,944367.6983,940198.0229
515,942222.7702,946549.0215,942222.7702
516,945674.8585,950259.4911,945674.8585
517,941073.5964,945331.0441,941073.5964
518,950037.0667,954980.5798,950037.0667
519,950471.9634,955443.6371,950471.9634
520,943938.1539,948483.3716,943938.1539
521,946958.6258,951724.431,946958.6258
522,946990.5038,951758.0443,946990.5038
523,939598.6381,943852.7007,939598.6381
524,946770.3326,951587.5395,946770.3326
525,944650.3061,949319.0502,944650.3061
526,946396.5647,951191.2332,946396.5647
527,953155.362,958425.361,953155.362
528,948500.5982,953479.7113,948500.5982
529,945956.3192,950762.4604,945956.3192
530,943657.16,948299.5672,943657.16
531,942115.5064,946643.6252,942115.5064
532,944080.7084,948756.8687,944080.7084
533,941222.2786,945688.6916,941222.2786
534,943046.9545,947652.9661,943046.9545
535,939438.18,943774.4571,939438.18
536,941856.2875,946383.042,941856.2875
537,944636.2274,949373.7263,944636.2274
538,947411.8025,952350.3026,947411.8025
539,950226.2639,955359.0447,950226.2639
540,950499.1756,955649.513,950499.1756
541,944399.9965,949149.7745,944399.9965
542,946217.3235,951099.2585,946217.3235
543,947915.1303,952916.7787,947915.1303
544,953891.5891,959303.9417,953891.5891
545,963999.179,970035.7569,963999.179
546,973251.4179,979750.2736,973251.4179
547,976042.2446,982651.9196,976042.2446
548,974383.19,980931.58,974383.19
549,970032.0536,976412.2438,970032.0536
550,971193.2286,977623.5305,971193.2286
551,970739.6053,977150.4904,970739.6053
552,976847.0247,983517.8089,976847.0247
553,976143.9428,982789.1907,976143.9428
554,973416.1347,979960.7674,973416.1347
555,964938.6113,971145.5838,964938.6113
556,963341.5028,969469.5706,963341.5028
557,969687.6981,976139.0814,969687.6981
558,968927.1858,975344.82,968927.1858
559,973327.1276,979941.5864,973327.1276
560,965428.1519,971726.3961,965428.1519
561,961722.1571,967839.2257,961722.1571
562,962598.6535,968761.8209,962598.6535
563,959226.6813,965214.1585,959226.6813
564,952659.5267,958278.8655,952659.5267
565,960868.0633,967009.0301,960868.0633
566,953339.3905,959071.9398,953339.3905
567,953025.8177,958738.1817,953025.8177
568,954874.9333,960704.0987,954874.9333
569,957648.3223,963646.8025,957648.3223
570,959506.1703,965612.0136,959506.1703
571,961114.1605,967309.3543,961114.1605
572,946938.3754,952367.7148,946938.3754
573,941715.2002,946774.2516,941715.2002
574,938434.7128,943239.9756,938434.7128
575,940602.2099,945582.9084,940602.2099
576,935343.5854,939910.4107,935343.5854
577,944798.0615,950169.8145,944798.0615
578,939115.956,944068.999,939115.956
579,943334.3554,948626.8418,943334.3554
580,947883.0333,953517.9693,947883.0333
581,941671.9935,946872.9196,941671.9935
582,942240.5055,947484.8987,942240.5055
583,937875.2436,942783.8538,937875.2436
584,944820.0008,950298.8994,944820.0008
585,949886.2783,955737.5478,949886.2783
586,949568.7403,955398.0823,949568.7403
587,941513.2042,946794.3047,941513.2042
588,937538.0355,942509.3305,937538.0355
589,942112.7223,947462.2268,942112.7223
590,944640.9219,950185.0709,944640.9219
591,939766.684,944949.6299,939766.684
592,937629.3441,942640.7488,937629.3441
593,933481.2264,938149.4236,933481.2264
594,938095.8981,943169.5737,938095.8981
595,937381.5591,942395.9462,937381.5591
596,932366.4009,936963.9536,932366.4009
597,928288.2569,932520.6006,928288.2569
598,922978.6089,926707.9988,922978.6089
599,924179.6156,928030.3158,924179.6156
600,927203.0713,931355.4171,927203.0713
601,926012.71,930050.1097,926012.71
602,921593.6724,925199.0915,921593.6724
603,919553.7321,922947.496,919553.7321
604,916090.302,919115.5043,916090.302
605,916502.2628,919572.3318,916502.2628
606,915430.6702,918381.8751,915430.6702
607,916923.9595,920041.0305,916923.9595
608,916237.2741,919278.3146,916237.2741
609,912549.0325,915181.3765,912549.0325
610,914179.0439,916999.0037,914179.0439
611,914515.8316,917373.1855,914515.8316
612,919307.2003,922705.1844,919307.2003
613,916091.7658,919146.237,916091.7658
614,913443.7331,916204.0238,913443.7331
615,911515.6226,914054.5326,911515.6226
616,914282.0413,917144.3517,914282.0413
617,914013.1474,916844.1685,914013.1474
618,919415.9918,922861.0566,919415.9918
619,922003.3492,925723.4786,922003.3492
620,916607.1619,919769.6817,916607.1619
621,916263.9529,919387.8079,916263.9529
622,924064.362,928051.7245,924064.362
623,922001.9935,925781.1786,922001.9935
624,923472.6704,927402.9072,923472.6704
625,925086.0279,929179.1504,925086.0279
626,929221.9187,933724.6279,929221.9187
627,929825.8557,934384.6802,929825.8557
628,937531.5329,942807.8773,937531.5329
629,940053.9193,945540.0538,940053.9193
630,927995.3243,932511.3937,927995.3243
631,929090.9104,933711.052,929090.9104
632,935875.1203,941133.679,935875.1203
633,934812.8352,939979.6569,934812.8352
634,935863.5,941121.1271,935863.5
635,928535.4706,933163.7599,928535.4706
636,934694.6812,939908.6656,934694.6812
637,930701.9837,935566.4015,930701.9837
638,929752.4629,934528.5037,929752.4629
639,930784.4756,935656.4628,930784.4756
640,930179.3713,934994.8056,930179.3713
641,932064.1556,937054.605,932064.1556
642,927541.8426,932121.0366,927541.8426
643,927458.8931,932029.402,927458.8931
644,922249.0787,926315.6473,922249.0787
645,926162.7624,930633.2844,926162.7624
646,926889.295,931430.6229,926889.295
647,931549.2292,936543.7569,931549.2292
648,932096.6693,937140.5989,932096.6693
649,929614.9536,934432.914,929614.9536
650,929129.4001,933901.0661,929129.4001
651,927723.088,932361.0598,927723.088
652,926830.8119,931382.0976,926830.8119
653,923997.3105,928271.3671,923997.3105
654,929819.4975,934682.0539,929819.4975
655,928413.0998,933143.0853,928413.0998
656,932050.9454,937128.0446,932050.9454
657,933863.0796,939104.4529,933863.0796
658,931096.5757,936091.67,931096.5757
659,926522.8486,931095.6064,926522.8486
660,926459.6674,931025.5383,926459.6674
661,917305.7067,920971.9752,917305.7067
662,920472.3866,924487.4851,920472.3866
663,924460.3184,928898.1948,924460.3184
664,924385.0464,928814.618,924385.0464
665,923444.9311,927778.8479,923444.9311
666,917513.2611,921240.2493,917513.2611
667,922211.5821,926455.5555,922211.5821
668,918532.7086,922393.3545,918532.7086
669,922308.4333,926579.1186,922308.4333
670,928294.7583,933186.1011,928294.7583
671,926583.6519,931309.7195,926583.6519
672,927979.2516,932841.9629,927979.2516
673,926377.2308,931084.5171,926377.2308
674,925371.3015,929978.7182,925371.3015
675,927414.1517,932225.159,927414.1517
676,924155.5592,928648.5042,924155.5592
677,922291.9546,926594.851,922291.9546
678,918363.2708,922256.8602,918363.2708
679,915353.5969,918917.7681,915353.5969
680,913310.561,916642.2598,913310.561
681,917192.1095,920973.2568,917192.1095
682,918785.2261,922742.1177,918785.2261
683,907648.2911,910392.7255,907648.2911
684,910077.877,913122.7126,910077.877
685,899931.7436,901752.1119,899931.7436
686,902704.6196,904898.3809,902704.6196
687,899910.1389,901736.9058,899910.1389
688,901501.9264,903542.6393,901501.9264
689,901799.9222,903879.2797,901799.9222
690,898495.3207,900136.2218,898495.3207
691,897398.1645,898887.5755,897398.1645
692,893052.9152,893938.2334,893052.9152
693,888919.0632,889203.957,888919.0632
694,889263.9438,889599.924,889263.9438
695,887225.1758,887252.6535,887225.1758
696,886023.5097,885865.0933,886023.5097
697,889772.6265,890196.4823,889772.6265
698,893255.2088,894200.4011,893255.2088
699,892425.3775,893249.3959,892425.3775
700,889176.0767,889524.0235,889176.0767
701,888301.0099,888515.7645,888301.0099
702,889763.4161,890199.6823,889763.4161
703,892567.848,893423.7282,892567.848
704,892361.7422,893186.5087,892361.7422
705,891953.9007,892718.0169,891953.9007
706,888127.5035,888328.8761,888127.5035
707,888833.6111,889141.6666,888833.6111
708,887946.1252,888118.576,887946.1252
709,888324.2223,888553.3756,888324.2223
710,894876.5948,896103.2622,894876.5948
711,898263.5808,899972.9107,898263.5808
712,903441.5411,905863.4296,903441.5411
713,903745.5834,906206.2072,903745.5834
714,903066.817,905438.2924,903066.817
715,903217.1218,905607.3712,903217.1218
716,903048.7638,905416.0777,903048.7638
717,906699.1295,909543.7254,906699.1295
718,903488.1641,905927.2982,903488.1641
719,905096.3986,907744.6555,905096.3986
720,900190.4732,902208.8944,900190.4732
721,904207.6594,906768.2589,904207.6594
722,898471.5734,900287.8714,898471.5734
723,894498.0451,895765.8274,894498.0451
724,897465.7767,899158.7213,897465.7767
725,899152.8587,901079.6722,899152.8587
726,894525.8355,895818.7158,894525.8355
727,898151.9162,899964.4978,898151.9162
728,896194.4427,897735.1432,896194.4427
729,897376.0289,899082.5821,897376.0289
730,898302.3572,900137.066,898302.3572
731,899650.9565,901671.0758,899650.9565
732,903484.706,906026.0304,903484.706
733,903809.1173,906391.9612,903809.1173
734,901851.8742,904178.5833,901851.8742
735,897624.88,899387.6232,897624.88
736,894233.2752,895522.9341,894233.2752
737,898204.5629,900065.8736,898204.5629
738,902057.2801,904450.8401,902057.2801
739,897019.7686,898742.411,897019.7686
740,891371.3599,892301.1161,891371.3599
741,885709.65,885798.1711,885709.65
742,886145.59,886301.4569,886145.59
743,882487.051,882069.6296,882487.051
744,889552.8815,890278.9928,889552.8815
745,895715.5179,897373.5953,895715.5179
746,894621.3748,896122.8721,894621.3748
747,898426.5113,900474.9435,898426.5113
748,894241.8276,895710.1337,894241.8276
749,892822.7582,894084.8581,892822.7582
750,886354.2312,886667.022,886354.2312
751,883708.4677,883606.8999,883708.4677
752,890331.6001,891291.2629,890331.6001
753,888403.0446,889071.6034,888403.0446
754,886595.8844,886986.5164,886595.8844
755,885346.7151,885541.3877,885346.7151
756,883765.4876,883709.2239,883765.4876
757,879304.0201,878531.0181,879304.0201
758,874350.9093,872748.5805,874350.9093
759,875961.8841,874640.2553,875961.8841
760,876459.4481,875222.3968,876459.4481
761,879612.7914,878916.2861,879612.7914
762,880728.4707,880216.8973,880728.4707
763,883901.721,883913.2161,883901.721
764,886397.0474,886807.1755,886397.0474
765,885466.3053,885729.5872,885466.3053
766,884369.6697,884458.5807,884369.6697
767,882533.7311,882328.5129,882533.7311
768,878755.081,877935.0767,878755.081
769,872415.2468,870527.7093,872415.2468
770,878357.8776,877529.2626,878357.8776
771,880291.973,879789.0416,880291.973
772,873390.3416,871740.5822,873390.3416
773,866695.8457,863861.2677,866695.8457
774,862107.4895,858409.911,862107.4895
775,858418.8287,853999.1272,858418.8287
776,857373.4881,852741.6451,857373.4881
777,857909.1418,853384.8381,857909.1418
778,860327.3579,856291.0948,860327.3579
779,864688.0809,861515.6066,864688.0809
780,859249.9691,855036.3985,859249.9691
781,857230.3071,852611.0089,857230.3071
782,860115.6144,856082.9267,860115.6144
783,858510.5204,854157.3591,858510.5204
784,853924.7156,848645.6561,853924.7156
785,853072.8324,847613.9354,853072.8324
786,856574.9582,851853.5462,856574.9582
787,853749.0371,848446.8883,853749.0371
788,852386.1963,846796.6679,852386.1963
789,857595.9694,853110.4834,857595.9694
790,853092.0913,847690.0069,853092.0913
791,856558.2262,851886.0336,856558.2262
792,860061.4393,856106.6822,860061.4393
793,862820.1827,859413.584,862820.1827
794,864329.8313,861215.6587,864329.8313
795,863265.3853,859945.2912,863265.3853
796,862504.1919,859035.0786,862504.1919
797,863842.4792,860633.2441,863842.4792
798,861606.247,857964.0786,861606.247
799,860322.0447,856425.7786,860322.0447
800,866408.7692,863721.1638,866408.7692
801,864345.8789,861267.4879,864345.8789
802,857672.471,853310.1161,857672.471
803,858727.952,854578.8708,858727.952
804,857885.5698,853565.2652,857885.5698
805,852531.4647,847121.7963,852531.4647
806,853745.4496,848592.1602,853745.4496
807,848663.3506,842440.3469,848663.3506
808,847245.362,840710.0186,847245.362
809,843395.2061,836004.3639,843395.2061
810,843460.9011,836083.4974,843460.9011
811,841214.0841,833321.4787,841214.0841
812,842654.6716,835095.5405,842654.6716
813,842173.426,834502.0195,842173.426
814,838737.3145,830270.5711,838737.3145
815,841717.2165,833955.6693,841717.2165
816,845764.6369,838939.6809,845764.6369
817,845882.753,839082.7736,845882.753
818,842666.8785,835143.706,842666.8785
819,835747.9424,826630.4411,835747.9424
820,839129.8869,830832.5244,839996.0018
821,842012.5898,834396.2188,843616.7143
822,840187.4419,832147.134,841321.5413
823,842984.0808,835598.8038,844834.1056
824,847151.9297,840722.8379,850069.7325
825,850942.5531,845354.2021,854831.3378
826,850037.6969,844252.7677,853692.6035
827,849307.6928,843362.7043,852773.5883
828,853007.6175,847869.9214,857421.2216
829,852580.4074,847350.5891,856882.6973
830,855827.8114,851287.5685,860961.6931
831,855188.4522,850514.2991,860156.5823
832,858528.2292,854548.6427,864351.6539
833,862214.9271,858981.5982,868982.6665
834,863745.8633,860812.1538,870904.7489
835,861239.4677,857818.1722,867753.52
836,857194.449,852970.057,862668.8575
837,853817.7508,848899.7158,858424.0065
838,852757.1227,847614.0486,857089.5292
839,850796.3043,845234.4965,854623.8726
840,845552.9288,838856.0089,848033.355
841,844989.8827,838164.3824,847324.1391
842,843167.3117,835927.2533,845032.2044
843,845257.7084,838496.4375,847657.3049
844,845428.7462,838704.5695,847870.5389
845,840071.358,832135.9243,841136.7527
846,837039.1425,828387.695,837324.7787
847,847594.8635,841487.7956,850587.4056
848,852539.127,847529.1412,856798.6751
849,853795.6151,849052.5397,858375.886
850,855794.2924,851472.2763,860885.7318
851,854673.2161,850116.578,859475.2953
852,848803.3996,843013.8241,852097.5919
853,849753.0446,844171.061,853289.2237
854,851416.8592,846197.0768,855378.2811
855,853101.9288,848243.9585,857494.0475
856,860183.7947,856829.96,866391.428
857,867101.1015,865133.4912,875082.0237
858,872649.3858,871730.2014,882052.3057
859,873045.9942,872197.1095,882548.9917
860,865488.3447,863279.3503,873050.3573
861,871233.3735,870126.0968,880267.8685
862,865686.9821,863564.5608,873296.581
863,871146.5079,870069.8975,880155.3291
864,869345.5209,867938.064,877890.5167
865,869016.5147,867546.6435,877475.3954
866,865477.6943,863346.898,873026.8216
867,863612.3393,861121.6932,870681.1245
868,861841.4856,859003.4647,868454.1777
869,857656.4057,853987.5322,863193.5142
870,853055.9909,848440.7739,857410.941
871,850575.9478,845430.0181,854292.8266
872,848925.7529,843419.2408,852217.4997
873,850043.7923,844782.3999,853620.7359
874,855914.8103,851935.3153,860996.5652
875,858900.5872,855542.4864,864746.8003
876,857029.0578,853288.8839,862393.3444
877,861771.955,859010.2374,868351.5769
878,858392.6875,854958.476,864103.4973
879,856457.9059,852626.8147,861670.5587
880,855450.6679,851409.0416,860403.1714
881,857100.0656,853402.3787,862474.1124
882,860457.345,857451.8467,866691.1777
883,860970.4638,858066.715,867334.2707
884,863258.0264,860810.8659,870207.1298
885,857708.219,854169.7208,863231.5497
886,854300.1691,850059.5575,858947.3022
887,861280.8033,858515.8352,867717.475
888,853593.0048,849290.6361,858055.2955
889,855350.6983,851421.2508,860262.321
890,860583.1249,857751.0401,866835.6962
891,864121.5789,861999.3369,871280.4254
892,863587.3109,861359.433,870607.3722
