"","v_bh","v_con","v_new"
"mean",1081779.57120602,1081978.533857,1079742.9539727
"sd",288310.146180618,266639.075638595,264519.19729594
"skewness",1.29526965101277,0.575922286834416,0.863012631194428
"kurtosis",2.66748184957707,0.244054631526692,0.742704467306013
