"","v_bh","v_con","v_new"
"537",1211515.8200796,1235300.46883394,1222773.2207198
"538",1255775.99756439,1273637.78005089,1260707.08319725
"539",1015455.13510266,1048244.19488307,1015455.13510266
"540",1058216.12224739,1091829.93441995,1097244.1253576
"541",1093918.64577052,1127526.79072323,1124469.48571306
"542",1101320.15013208,1133433.58195408,1101320.15013208
"543",926975.865902441,952316.222044885,926975.865902441
"544",1380672.49939528,1377581.65334739,1363195.41961379
"545",939395.73093845,966588.020075407,939395.73093845
"546",954568.125162715,981566.168281688,1008134.88627425
"547",1032223.98514992,1066995.57390914,1032223.98514992
"548",827850.07126351,830383.949669409,827850.07126351
"549",1654304.87498104,1574763.28157541,1593886.9110633
"550",1127204.83084556,1156833.42147886,1153922.66923229
"551",1530915.32902574,1488939.10939758,1507029.56250074
"552",1594300.13947062,1535216.33250907,1541312.98940254
"553",1670881.24832726,1586265.98508974,1604023.71645508
"554",908200.140130314,930801.273310108,908200.140130314
"555",863247.924137961,876271.063540776,933025.847060593
"556",1020653.14960221,1052868.61470761,1020653.14960221
"557",1324673.03442944,1329241.47986591,1316604.8413764
"558",1038196.32716801,1070236.53003149,1038196.32716801
"559",813949.581005954,812496.495901284,813949.581005954
"560",1345782.09949241,1345815.96146688,1333995.17458281
"561",939295.030123047,963968.305590934,939295.030123047
"562",993558.680946555,1024494.20229755,1042095.4520165
"563",1471000.73778565,1444551.78303597,1466074.9619303
"564",765798.254321294,746586.695787198,765798.254321294
"565",925308.838736135,949604.170933764,925308.838736135
"566",1392304.12627826,1383413.07808161,1373493.47869293
"567",852883.367952149,862886.628682901,852883.367952149
"568",1555611.85235696,1505939.14565477,1525087.41178565
"569",1519590.77974399,1480926.3957036,1499574.27612936
"570",794844.697064797,787709.48285291,875272.392275894
"571",1042859.60360457,1076626.72106105,1042859.60360457
"572",870766.468757059,884265.547714127,870766.468757059
"573",1765863.6324672,1652293.02506715,1669032.71776513
"574",1010858.73937895,1043170.20488899,1010858.73937895
"575",1149461.36010101,1177561.69190234,1149461.36010101
"576",1032145.21737102,1063310.52273878,1032145.21737102
"577",1179332.91731153,1205107.04444991,1179332.91731153
"578",881662.232212315,899138.56730124,881662.232212315
"579",1234537.20894314,1253689.23251771,1242046.55481214
"580",776981.855682113,761246.111369792,776981.855682113
"581",1692316.7231294,1602914.29404469,1619000.65974194
"582",1010255.15657232,1042435.10933353,1054575.85354601
"583",725187.906331024,683026.127180765,725187.906331024
"584",994510.332132685,1027521.96689326,994510.332132685
"585",852480.438580003,862586.766354839,852480.438580003
"586",1515554.38513084,1478133.61300893,1475559.62797541
"587",1101263.15813578,1133860.89531949,1133799.70885069
"588",765165.085334014,744919.731690938,852349.040920346
"589",1306973.08176676,1315469.09106504,1301808.57043005
"590",821707.366268957,823713.434151571,821707.366268957
"591",925916.065341632,950564.282447814,925916.065341632
"592",1163942.94283762,1192664.28076585,1182477.5943721
"593",972281.803709209,1002272.44553857,972281.803709209
"594",1703866.65817748,1611461.44269834,1627906.08272733
"595",705064.851876314,649631.041733818,705064.851876314
"596",1327557.41179013,1333529.10309327,1319456.92923909
"597",1169683.89451939,1197055.84651902,1169683.89451939
"598",817327.40587533,816135.039090535,817327.40587533
"599",744706.708725072,713536.079670557,744706.708725072
"600",1360039.67255915,1357557.48154627,1345874.75737638
