"","V_bh","V_con","V_new"
"155",982963.808975043,984574.55634492,982963.808975043
"156",982468.52572267,984068.92184485,982468.52572267
"157",979413.65265157,980949.744851956,979413.65265157
"158",974535.067966138,975951.944922421,974535.067966138
"159",964764.209383149,965891.650671408,964764.209383149
"160",971004.653614509,972383.908056064,971004.653614509
"161",970917.958441533,972294.051512578,970917.958441533
"162",970546.640676606,971910.009058051,970546.640676606
"163",968449.093273304,969740.893455735,968449.093273304
"164",961895.945638559,962948.941405815,961895.945638559
"165",961217.701711649,962240.66420443,961217.701711649
"166",958797.878207052,959712.584031845,958797.878207052
"167",953546.065984762,954211.482735615,953546.065984762
"168",963199.246637062,964379.7440284,963199.246637062
"169",963006.773674554,964178.795132917,963006.773674554
"170",969442.01854594,970887.864769157,969442.01854594
"171",976515.596475251,978211.585452403,976515.596475251
"172",976971.760680048,978680.228641141,976971.760680048
"173",983754.558056296,985648.675459149,983754.558056296
"174",986457.853465801,988405.894713352,986457.853465801
"175",988873.37476502,990862.843137648,988873.37476502
"176",984884.692579236,986815.027661864,984884.692579236
"177",985505.260613305,987447.253155247,985505.260613305
"178",982806.188268617,984698.389307987,982806.188268617
"179",974050.625601576,975757.057918755,974050.625601576
"180",977830.221264638,979652.085399583,977830.221264638
"181",971603.956216676,973260.009637853,971603.956216676
"182",971613.352456772,973269.475267923,971613.352456772
"183",965722.828007019,967181.962857104,965722.828007019
"184",967360.638326049,968884.663582387,967360.638326049
"185",959931.632290017,961173.075158255,959931.632290017
"186",956334.754190963,957408.957470961,956334.754190963
"187",944974.995253061,945474.018540326,944974.995253061
"188",944512.666346597,944981.624393371,944512.666346597
"189",946772.780388224,947387.260849706,946772.780388224
"190",943003.703708062,943384.040304263,943003.703708062
"191",940577.337444047,940796.068875873,940577.337444047
"192",935632.803350752,935507.867449837,935632.803350752
"193",931665.42049455,931239.988544944,931665.42049455
"194",930421.954656072,929895.950434005,930421.954656072
"195",926469.052101974,925618.300346661,926469.052101974
"196",932256.253737988,931908.341699611,932256.253737988
"197",930461.476259808,929969.74812153,930461.476259808
"198",923033.981403667,921932.589163376,923033.981403667
"199",924152.811351687,923153.224569555,924152.811351687
"200",921578.149158547,920345.658798975,921578.149158547
"201",921866.653283841,920660.473259603,921866.653283841
"202",926239.89403599,925440.60878001,926239.89403599
"203",931145.08951968,930774.849388072,931145.08951968
"204",927650.370399802,926995.056163582,927650.370399802
"205",935725.548578544,935762.448122123,935725.548578544
"206",938329.643090086,938563.371092878,938329.643090086
"207",943289.934040923,943883.241071508,943289.934040923
"208",945180.776680115,945899.520179676,945180.776680115
"209",942141.177882443,942664.302948717,942141.177882443
"210",947349.905880718,948226.720482621,947349.905880718
"211",942144.330394176,942698.983288154,942144.330394176
"212",939251.059202815,939608.465687526,939251.059202815
"213",928313.689309682,927887.449951315,928313.689309682
"214",929246.259680005,928898.844364808,929246.259680005
"215",928174.501347594,927736.436110252,928174.501347594
"216",933797.930571247,933839.473649922,933797.930571247
"217",932983.096229104,932960.176136625,932983.096229104
"218",925888.655771136,925301.849011057,925888.655771136
"219",918279.08193164,917018.934875895,918279.08193164
"220",915669.88014225,914152.261439953,915669.88014225
"221",914920.603800949,913325.957179806,914920.603800949
"222",917202.551880135,915841.730791374,917202.551880135
"223",919530.534029432,918401.309051235,919530.534029432
"224",921702.132824166,920782.403529933,921702.132824166
"225",922337.97231927,921477.317493132,922337.97231927
"226",916034.154612716,914585.29588109,916034.154612716
"227",913515.745901349,911810.772113692,913515.745901349
"228",912064.54542702,910206.712813779,912064.54542702
"229",920732.828833844,919799.981586866,920732.828833844
"230",922341.322207259,921561.22125985,922341.322207259
"231",925341.585908272,924840.42144256,925341.585908272
"232",921514.825170895,920670.8879778,921514.825170895
"233",918450.979750856,917317.118724714,918450.979750856
"234",916711.996728834,915406.294376499,916711.996728834
"235",916932.825358538,915648.639674934,916932.825358538
"236",913765.627625787,912162.714813624,913765.627625787
"237",917775.511987168,916591.262444285,917775.511987168
"238",913431.091855872,911814.274412256,913431.091855872
"239",914883.545989215,913418.752117253,914883.545989215
"240",916846.623937727,915583.65939259,916846.623937727
"241",912404.644735882,910694.075813199,912404.644735882
"242",908638.44446326,906525.61367088,908638.44446326
"243",912327.267907623,910626.0253541,912327.267907623
"244",911234.47161953,909415.732708153,911234.47161953
"245",911557.254168357,909772.644297017,911557.254168357
"246",906709.000155981,904400.955644964,906709.000155981
"247",912887.804720293,911285.774975243,912887.804720293
"248",910803.726630104,908980.004448764,910803.726630104
"249",908302.058727163,906204.853157101,908302.058727163
"250",917860.32980077,916836.648502556,917860.32980077
"251",914298.199689351,912918.997692357,914298.199689351
"252",906608.527846802,904425.756649128,906608.527846802
"253",905199.007311383,902853.581092752,905199.007311383
"254",903070.272936507,900475.354193683,903070.272936507
"255",909135.473978578,907266.288542817,909135.473978578
"256",913118.80662454,911692.546985222,913118.80662454
"257",909722.229560281,907935.154180722,909722.229560281
"258",917906.396500884,917023.678080194,917906.396500884
"259",911228.237848777,909678.305861274,911228.237848777
"260",913689.18350888,912406.204790148,913689.18350888
"261",911823.866861164,910343.509958239,911823.866861164
"262",910905.984824214,909325.704597806,910905.984824214
"263",907742.898886994,905816.408882591,907742.898886994
"264",904489.354238181,902192.42902199,904489.354238181
"265",905200.020410948,902986.08951743,905200.020410948
"266",907620.065953146,905688.423245207,907620.065953146
"267",908258.588281231,906398.775287245,908258.588281231
"268",909883.582193516,908206.241528708,909883.582193516
"269",914037.212503601,912818.452239978,914037.212503601
"270",913629.331541192,912366.973141594,913629.331541192
"271",908491.363296897,906685.660847528,908491.363296897
"272",908372.911184767,906553.045630747,908372.911184767
"273",915976.55108385,915013.549919969,915976.55108385
"274",918776.304305414,918099.805441115,918776.304305414
"275",913433.617074772,912227.465984162,913433.617074772
"276",914692.050074717,913618.515897974,914692.050074717
"277",916163.264478148,915242.560005759,916163.264478148
"278",920444.89024354,919961.873455876,920444.89024354
"279",924323.143405199,924214.831206123,924323.143405199
"280",924337.150163519,924229.449975334,924337.150163519
"281",924474.633770337,924378.880767733,924474.633770337
"282",926305.382922097,926376.654319572,926305.382922097
"283",929320.878016208,929660.476814173,929320.878016208
"284",927346.999333114,927517.401907416,927346.999333114
"285",929692.943932262,930069.144393194,929692.943932262
"286",930352.580462554,930784.226219037,930352.580462554
"287",925080.645145124,925067.776487562,925080.645145124
"288",925852.681613259,925909.40081398,925852.681613259
"289",922277.926886337,922012.257844174,922277.926886337
"290",920527.029730177,920095.032166248,920527.029730177
"291",927922.06209651,928205.193348182,927922.06209651
"292",924321.320171575,924289.106102817,924321.320171575
"293",926736.935583675,926926.283529656,926736.935583675
"294",924088.957463497,924041.982975829,924088.957463497
"295",922518.777359395,922326.041245981,922518.777359395
"296",920692.450351711,920326.61690528,920692.450351711
"297",925240.877963655,925314.62278625,925240.877963655
"298",922139.185944266,921930.010126431,922139.185944266
"299",917841.973372089,917223.86632815,917841.973372089
"300",914290.57069072,913314.4560291,914290.57069072
"301",907257.74985498,905539.604448701,907257.74985498
"302",911036.122708726,909751.649704438,911036.122708726
"303",911393.79086839,910147.786653429,911393.79086839
"304",906204.208889114,904389.664405621,906204.208889114
"305",907770.781852515,906137.736461962,907770.781852515
"306",906239.45008109,904430.691681605,906239.45008109
"307",913014.063998511,911993.020659014,913014.063998511
"308",909520.284794638,908123.924197502,909520.284794638
"309",908875.001879944,907405.551342393,908875.001879944
"310",906577.363076355,904847.914278585,906577.363076355
"311",910061.751611726,908735.645058662,910061.751611726
"312",902913.286427972,900791.457848062,902913.286427972
"313",907596.811474789,906041.742003569,907596.811474789
"314",901821.562586501,899602.656447667,901821.562586501
"315",901744.998676041,899515.795250908,901744.998676041
"316",901218.188455424,898923.29134141,901218.188455424
"317",900772.281533047,898421.369529775,900772.281533047
"318",892935.480924232,889610.33272979,892935.480924232
"319",888654.504800211,884747.870529066,888654.504800211
"320",898454.201604243,895936.134974831,898454.201604243
"321",899599.230304429,897226.568977821,899599.230304429
"322",896474.779057682,893706.893729766,896474.779057682
"323",898014.047614569,895446.241553833,898014.047614569
"324",906504.272683722,905025.677394882,906504.272683722
"325",907693.809495378,906353.064992427,907693.809495378
"326",908259.826314536,906983.336444201,908259.826314536
"327",903489.471012548,901667.374820694,903489.471012548
"328",899676.171451767,897392.549307892,899676.171451767
"329",892723.005088354,889560.975889098,892723.005088354
"330",890109.105370453,886590.074934381,890109.105370453
"331",887087.640423183,883144.589815128,887087.640423183
"332",886900.758682346,882929.63814917,886900.758682346
"333",885202.652762353,880984.598079263,885202.652762353
"334",882242.871301584,877587.47816451,882242.871301584
"335",885522.945017115,881364.369451011,885522.945017115
"336",885198.237066653,880990.865939768,885198.237066653
"337",891722.594274112,888475.846732939,891722.594274112
"338",888462.402440263,884765.401258037,888462.402440263
"339",886591.6040751,882626.793712668,886591.6040751
"340",886870.074157735,882944.700964366,886870.074157735
"341",879606.275320902,874626.601296192,879606.275320902
"342",883060.750972502,878618.848958965,883060.750972502
"343",882035.363507163,877437.743381314,882035.363507163
"344",889988.42621519,886601.752052394,889988.42621519
"345",887212.34075582,883434.330723468,887212.34075582
"346",890192.987099507,886845.527832324,890192.987099507
"347",890498.344892422,887192.741986347,890498.344892422
"348",879713.050229345,874898.65043096,879713.050229345
"349",883192.496592464,878920.460125523,883192.496592464
"350",877490.956032319,872358.038360019,877490.956032319
"351",882650.88397067,878340.340797331,882650.88397067
"352",878932.512799731,874056.425644548,878932.512799731
"353",879638.931103089,874872.90006187,879638.931103089
"354",884461.64074802,880448.754511141,884461.64074802
"355",881119.101761899,876606.431724165,881119.101761899
"356",880692.958692015,876113.465488143,880692.958692015
"357",880766.505301438,876197.281239689,880766.505301438
"358",879716.37567691,874983.475676268,879716.37567691
"359",877591.64740564,872525.312919244,877591.64740564
"360",872292.483940947,866379.253759236,872292.483940947
"361",871283.524280129,865199.581732544,871283.524280129
"362",868187.227623767,861576.934909295,868187.227623767
"363",872486.600028027,866625.725354386,872486.600028027
"364",871206.24499107,865129.321186673,871206.24499107
"365",871174.833647005,865091.357148766,871174.833647005
"366",866460.269637975,859575.040329732,866460.269637975
"367",865127.901725236,858005.038920703,865127.901725236
"368",862488.374949183,854890.166627734,862488.374949183
"369",863943.368484726,856611.272895745,863943.368484726
"370",865212.817938893,858109.954370789,865212.817938893
"371",863814.019117646,856458.925326724,863814.019117646
"372",866301.96297636,859397.875791651,866301.96297636
"373",865142.328077213,858030.783997912,865142.328077213
"374",859337.102864393,851181.653828933,859337.102864393
"375",863151.047726852,855715.845472068,863151.047726852
"376",862675.825558726,855152.348123365,862675.825558726
"377",855891.701385005,847119.987640799,855891.701385005
"378",854425.693936905,845366.717470479,854425.693936905
"379",856423.431798447,847757.800396953,856423.431798447
"380",854137.567069856,845026.635817435,854137.567069856
"381",853469.535189275,844224.922513388,853469.535189275
"382",852085.840351482,842564.176616287,852085.840351482
"383",849984.173568038,840037.378888667,849984.173568038
"384",853012.364702183,843685.495319728,853012.364702183
"385",854901.783165808,845951.372872903,854901.783165808
"386",851826.179781562,842269.087568035,851826.179781562
"387",847563.766203684,837143.375075821,847563.766203684
"388",849713.70536788,839742.452599944,849713.70536788
"389",849393.893370161,839355.35980103,849393.893370161
"390",849385.464310762,839343.723523455,849385.464310762
"391",848162.771202337,837867.199097133,848162.771202337
"392",847981.662723219,837646.82964324,847981.662723219
"393",849816.172905347,839862.902218063,849816.172905347
"394",852708.898851895,843349.488465997,852708.898851895
"395",849943.762254331,840027.683074563,849943.762254331
"396",846413.885556128,835770.602616098,846413.885556128
"397",845978.687380048,835241.726291721,845978.687380048
"398",841481.717996788,829788.0934686,841481.717996788
"399",839191.419100001,826990.99273042,839191.419100001
"400",840901.405239819,829083.452868352,840901.405239819
"401",846577.859397165,836016.241012997,846577.859397165
"402",843059.790080586,831752.246641729,843059.790080586
"403",840113.430177127,828162.626694153,840113.430177127
"404",839254.087676998,827109.900376567,839254.087676998
"405",839988.380023175,828007.672753276,839988.380023175
"406",837454.065956914,824905.612765882,837454.065956914
"407",835447.356087426,822439.762728691,835447.356087426
"408",832557.357801194,818878.227125424,831829.729120581
"409",833298.648603456,819793.681471063,832755.571061261
"410",831278.986489715,817296.121126139,830226.908713437
"411",833944.387772246,820598.466048028,833560.197687028
"412",834007.635920204,820674.898243243,833637.672658642
"413",830670.297734214,816553.635605505,829460.334009221
"414",826140.949204387,810931.925505251,823791.55201759
"415",831119.349372161,817150.187881217,830018.865196398
"416",828431.089800683,813815.057123696,826653.653709454
"417",833726.838381451,820407.600240594,833278.033222598
"418",836896.288135415,824320.847433834,837241.987643648
"419",830534.624110375,816498.198633831,829280.612504406
"420",834482.204626465,821396.238745005,834218.164135027
"421",836082.458307554,823369.303374771,836218.740429695
"422",833102.309810656,819699.112003661,832488.317519265
"423",835881.417765678,823134.091027825,835963.876281477
"424",837225.386259412,824787.422084976,837643.788549725
"425",842297.708504638,831019.691044995,843988.617031842
"426",843759.257690872,832800.934774109,845815.646262547
"427",847279.658748623,837084.429640016,850218.710954894
"428",847198.679798728,836984.868893598,850115.728981674
"429",845094.062315939,834434.259373046,847480.770476097
"430",845574.28406477,835016.112118606,848079.962817123
"431",851031.854393598,841640.086624787,854906.813701442
"432",850796.837488014,841355.532879369,854611.099438064
"433",850890.209035287,841466.590831928,854726.264806901
"434",849296.597812327,839545.154062252,852730.677333622
"435",848425.16132059,838491.335132608,851638.67488405
"436",846634.566788435,836324.665684643,849396.621894306
"437",848878.831748592,839044.108554084,852202.985101344
"438",849220.625801768,839455.654710164,852628.976709566
"439",849179.485319669,839404.491426361,852575.840627253
"440",848103.415729304,838103.340765594,851227.801244677
"441",845139.851940958,834516.533992866,847518.129121588
"442",844823.382444444,834130.50212603,847120.501376438
"443",840765.596904947,829196.332627392,842041.738998308
"444",836294.342680255,823727.309151915,836445.644601263
"445",831031.889923852,817247.602031006,829859.60260134
"446",838975.179136114,827103.530292629,839796.584952611
"447",840746.159519103,829273.863808929,842010.774496695
"448",847409.796677947,837423.249384803,850346.656198731
"449",849680.066992267,840171.958811823,853185.557304896
"450",852994.860957729,844172.771204452,857331.366403371
"451",855102.124205802,846703.848429955,859966.313068249
"452",850542.243951761,841238.792766705,854259.329783282
"453",851678.950893409,842608.201814524,855679.916397561
"454",854970.685492484,846570.003446414,859796.873616813
"455",854749.566258256,846303.605425956,859518.548119835
"456",853731.255432006,845081.443296336,858242.77650292
"457",856501.15343756,848405.559825931,861706.811776358
"458",853157.914695523,844406.323668361,857522.09035121
"459",848094.782034101,838321.033303667,851185.437654128
"460",850173.323527061,840835.411037858,853784.447659009
"461",849912.499830402,840519.183921364,853456.443938638
"462",852350.095793837,843460.382308106,856504.702896977
"463",852769.062574347,843962.959662519,857027.253021639
"464",854587.347073322,846147.830023452,859300.629475646
"465",856862.930974898,848875.296746158,862146.178942186
"466",857209.585199118,849288.299110553,862578.25159642
"467",862918.728688614,856108.199624818,869719.870819365
"468",862622.680719028,855755.944520402,869347.794488709
"469",862869.043753566,856046.807269839,869654.382806411
"470",860354.550900784,853064.303908661,866506.5882379
"471",861054.691913214,853895.982478901,867380.943561541
"472",863463.445965623,856757.686275753,870393.115520804
"473",865627.844688959,859320.318717703,873099.550092331
"474",859527.163154927,852114.124143471,865464.716245839
"475",856886.081054706,848966.708415529,862158.533210931
"476",857239.630679275,849388.023457775,862599.233390081
"477",854887.04733222,846575.301437409,859654.019995134
"478",857045.708670129,849162.1244768,862353.275950015
"479",857663.486192147,849899.228425034,863124.578074453
"480",859394.26456215,851965.089951435,865288.466859889
"481",855287.857174076,847071.355871823,860148.86882482
"482",858075.684072583,850410.880484137,863635.336729121
"483",853442.281901109,844878.148781355,857836.362821062
"484",852642.648500625,843915.880715904,856834.200399264
"485",853124.853203139,844494.534877791,857435.873811939
"486",857779.197285362,850088.554793757,863257.728016506
"487",853451.821943172,844918.558319967,857841.654877247
"488",854900.328470846,846657.944099845,859652.365133561
"489",858718.801883952,851235.644718429,864428.377956928
"490",860422.820649826,853266.829254744,866558.785125678
"491",857747.668714667,850082.048451906,863209.973913297
"492",853757.764616626,845314.328064005,858216.144794717
"493",854296.605597951,845960.158453947,858888.68151944
"494",858560.197078328,851076.753825721,864221.626068576
"495",857780.509277595,850145.058913315,863244.419581188
"496",858989.875917402,851588.388142498,864755.918009803
"497",861463.230202439,854536.743796167,867848.91778013
"498",865142.219212444,858907.515446769,872450.407718338
"499",866511.601633086,860525.375601888,874162.117891934
"500",868239.518085162,862563.380058945,876322.42584566
"501",867085.246607079,861203.077328587,874876.540261172
"502",865539.613775627,859378.880983045,872940.983351348
"503",863921.321578484,857465.089613668,870914.515043171
"504",866886.725294144,860976.002663385,874623.167061094
"505",867138.312357057,861271.496191369,874936.2916831
"506",873540.695794214,868819.911343638,882945.292728559
"507",869163.288014052,863700.639817867,877466.61900291
"508",872550.388962486,867683.29398516,881702.898598478
"509",871935.991744737,866962.740262303,880932.503688521
"510",868399.582354788,862817.551929636,876506.087148705
"511",866119.175494185,860131.33819355,873651.180973608
"512",861188.220624709,854305.606206487,867479.909129808
"513",866312.84933744,860398.471814523,873890.183464065
"514",863618.998990521,857216.287610596,870517.976798889
"515",861903.720840586,855182.024074277,868370.159666579
"516",864536.857543438,858309.381390319,871663.079198076
"517",863395.18695806,856956.566195794,870232.959850541
"518",857867.655081365,850401.806148816,863315.25085531
"519",856417.87170695,848667.933270358,861499.620786129
"520",852326.646697877,843767.702031797,856379.018943667
"521",851154.573708316,842354.612085074,854910.860108017
"522",856923.549777209,849312.846084427,862127.341854305
"523",859537.624055854,852439.455302761,865396.410480634
"524",854180.68218381,846051.546504499,858692.143699222
"525",858369.014475325,851081.98431635,863930.923951254
"526",859974.559402506,852997.949877913,865938.120653031
"527",864048.197128975,857850.738656265,871033.395065278
"528",858898.328457423,851746.831582064,864588.218272322
"529",863028.630401157,856674.563286795,869754.390953211
"530",860338.587690715,853481.234797061,866386.948402794
"531",856694.37555098,849138.894534304,861825.649062447
"532",861197.130502308,854528.196730287,867457.834946437
"533",855671.412937729,847952.352733857,860542.396018526
"534",852144.374829557,843722.026105651,856127.70482647
"535",853401.428149158,845235.577560084,857698.868828843
"536",854563.320225551,846631.899601001,859150.967083715
"537",853778.871527602,845688.356079843,858167.803761729
"538",853532.817922179,845391.071065952,857858.280379513
"539",854728.712922767,846828.060239326,859352.923093138
"540",850853.125739804,842172.836102406,854502.127298704
"541",853546.514460604,845423.369358186,857870.434155058
"542",853697.866034535,845603.982491627,858058.144133249
"543",854341.654377962,846376.7706074,858861.990997433
"544",852184.848657446,843783.728250454,856161.734568813
"545",852778.094541107,844497.258983093,856902.342707338
"546",855846.602827824,848190.914598466,860739.999164568
"547",855060.222749743,847246.637741989,859754.419299761
"548",853694.019391494,845605.23056408,858043.364546809
"549",850505.541105488,841769.334831298,854052.279404248
"550",861095.7908647,854563.005542758,867301.138791862
"551",855827.594056443,848290.396443162,860707.90983426
"552",852498.35220223,844296.561675082,856540.701315158
"553",853252.107769522,845203.391101923,857482.139169842
"554",854690.295330808,846932.9563491,859279.938335413
"555",861273.736073475,854839.56473427,867515.478281526
"556",861174.569465871,854720.190606154,867389.739910981
"557",868261.154103269,863154.713339465,876254.813498182
"558",863758.257847202,857844.529605943,870619.12859148
"559",861481.412953513,855142.41793908,867768.679149385
"560",862852.188381531,856772.296253978,869482.13225381
"561",859797.426563038,853142.520800893,865658.353155401
"562",858580.411544371,851689.501794563,864133.962852934
"563",853582.109044919,845715.15252994,857878.425654508
"564",853592.003335772,845725.624398917,857889.144280112
"565",855976.951230275,848594.235774528,860871.529974603
"566",860234.18680903,853698.956984829,866196.52201963
"567",858995.517380365,852220.856561816,864645.037719373
"568",858901.189388315,852106.818192239,864525.35342461
"569",859485.28889362,852803.208858102,865254.517614537
