"","v_bh","v_con","v_new"
"542",1024527.65290499,1056734.63841089,1024527.65290499
"543",851894.375019243,860273.546041462,851894.375019243
"544",1510939.35856545,1474316.72382042,1497862.4205944
"545",1401300.17793765,1392784.07457422,1380742.69556463
"546",1254826.20486617,1271129.47707116,1316038.47701735
"547",956706.145652347,984590.623193748,956706.145652347
"548",907670.246313266,928837.806735478,907670.246313266
"549",1102826.71628855,1135317.13343661,1102826.71628855
"550",1457391.40623246,1432321.62261609,1427320.13775912
"551",979756.788252159,1008279.62200497,979756.788252159
"552",816091.090400171,815983.786427238,816091.090400171
"553",983456.2381088,1012641.30579648,983456.2381088
"554",1194507.47426832,1219849.22885418,1208260.06048451
"555",1298577.28302228,1310349.59217121,1297160.08798974
"556",708616.231535279,657608.435213062,708616.231535279
"557",1144838.09882962,1174465.68869444,1144838.09882962
"558",886049.894657169,904438.607420148,886049.894657169
"559",969386.839984505,997198.127851321,969386.839984505
"560",702873.454436103,646765.58520765,702873.454436103
"561",748214.478162037,718915.91462814,748214.478162037
"562",1175152.43005512,1200048.67510481,1193572.77494644
"563",1255313.76352921,1273298.29527888,1260968.98368265
"564",1054354.9471908,1087857.98624606,1054354.9471908
"565",803800.538912821,797255.445822856,803800.538912821
"566",645713.888246141,542826.923756747,645713.888246141
"567",1001142.3350475,1033434.48454979,1001142.3350475
"568",899462.897648449,918751.562201239,899462.897648449
"569",690993.357116977,626635.329543551,690993.357116977
"570",1309475.76133245,1318288.4634623,1303994.90251778
"571",1462994.77592711,1438498.27622694,1431894.84738591
"572",887656.84172391,905691.148447516,954025.046301188
"573",739541.574496885,706524.307823239,739541.574496885
"574",1436286.68285679,1418814.79461806,1442807.55555046
"575",1278107.44137294,1292280.89155325,1278181.32301732
"576",1196800.18805411,1221094.51039852,1210780.2418181
"577",787361.714957016,775922.409911624,787361.714957016
"578",1097324.47078474,1127289.08785676,1127092.29238525
"579",945788.829050679,973659.698944935,945788.829050679
"580",1034819.49814889,1066990.99438155,1034819.49814889
"581",1327420.78632154,1332118.63311824,1319173.63683756
"582",834057.557865652,838578.51925853,834057.557865652
"583",913495.789591704,934928.664365408,913495.789591704
"584",1123541.26563533,1153404.22765846,1123541.26563533
"585",1033182.65301977,1064615.46346295,1033182.65301977
"586",648187.626695899,547443.66235375,648187.626695899
"587",994172.75723075,1024560.1645893,994172.75723075
"588",1464691.96240483,1438827.51024547,1463386.50437817
"589",813382.634388196,812682.501025012,813382.634388196
"590",966904.536009687,997622.379632941,1018613.75367458
"591",746205.540420063,715804.527371208,746205.540420063
"592",751924.815230983,724279.413041523,751924.815230983
"593",1084170.51326963,1117065.85875408,1084170.51326963
"594",846019.360622045,854373.838322932,846019.360622045
"595",1360423.5882331,1360166.38334252,1346838.93767209
"596",1228752.21111414,1246241.86004717,1299093.07442285
"597",761103.733545384,737523.651746374,761103.733545384
"598",1189742.47245384,1213931.42775771,1204287.86438547
"599",782253.967865823,768631.887298509,782253.967865823
"600",1054366.28942837,1088478.71348941,1054366.28942837
