"","v_bh","v_con","v_new"
"519",915584.319010314,938048.963693,915584.319010314
"520",1059079.82259062,1091069.80109866,1097910.86380304
"521",1388131.55257186,1379224.11771255,1369348.32587308
"522",1034542.88057871,1065183.56930273,1034542.88057871
"523",1031001.26249623,1063458.54513278,1031001.26249623
"524",1195129.74255425,1219753.67649329,1208651.37491024
"525",1086823.21049769,1120929.01207846,1118326.66553247
"526",1244207.45363032,1263218.823502,1249358.37598411
"527",953097.690675903,981262.379758373,953097.690675903
"528",1032244.26866078,1066279.93738394,1032244.26866078
"529",1146423.24981439,1175544.62207654,1168053.19026207
"530",1769679.65402026,1653888.55274466,1672926.98584224
"531",851914.866636803,861806.454953239,851914.866636803
"532",775884.517252276,759601.615468533,775884.517252276
"533",1089109.89018971,1122354.33804646,1126419.29024343
"534",826778.510553177,829605.371697421,826778.510553177
"535",1136179.87882828,1166187.76835784,1159859.4303869
"536",1177606.78330384,1204250.26106391,1177606.78330384
"537",779854.579395161,766091.996199409,779854.579395161
"538",967263.141365727,996973.294704573,967263.141365727
"539",946952.954843187,974324.055343637,946952.954843187
"540",885180.559072619,902453.887130216,885180.559072619
"541",960223.046347531,988867.5800663,960223.046347531
