"","v_bh","v_daily","v_mon","v_con"
"mean",810160.02301782,798065.756641091,799027.561873844,798021.765215006
"sd",0,0,0,0
"skewness",NA,NA,NA,NA
"kurtosis",NA,NA,NA,NA
