"","V_bh","V_daily"
"343",971167.350295883,973862.05047619
"344",975388.920934008,978349.719523809
"345",976870.633852464,979915.105238094
"346",978352.34677092,981478.146507936
"347",974979.224080839,977912.09126984
"348",975451.515734154,978408.403174602
"349",972174.528402658,974932.01095238
"350",970051.16537418,972669.253809523
"351",960381.176696789,962356.321428571
"352",960997.671387981,963015.072222222
"353",958874.308359504,960722.596825396
"354",960932.833429469,962939.476190476
"355",963568.170650943,965772.762857142
"356",967068.726099682,969528.112698412
"357",965666.378260591,968022.325396825
"358",967003.888141169,969450.714603174
"359",966995.50300156,969436.669365079
"360",964920.207652375,967209.826190476
"361",964623.41643701,966886.075714285
"362",970671.558888248,973373.369365079
"363",970038.293917836,972693.269047619
"364",972000.683629217,974782.784920634
"365",968964.034694183,971543.58015873
"366",971118.695122733,973841.32047619
"367",973898.235382085,976800.688095238
"368",969707.962144032,972341.546825397
"369",972583.637761969,975408.090952381
"370",972431.049584482,975240.934126984
"371",971220.972462561,973947.329365079
"372",973615.971287573,976497.099047619
"373",983797.934157961,987325.273968254
"374",981818.774167361,985238.541587301
"375",976330.673588413,979446.00984127
"376",976658.76220385,979789.807936508
"377",973910.519344571,976870.133968254
"378",971354.547202461,974145.668888889
"379",969327.319532569,971977.292698413
"380",970232.220299515,972940.289206349
"381",967339.774402359,969844.195396825
"382",967956.26909355,970500.024603174
"383",968861.169860497,971464.577619047
"384",969766.070627443,972428.27031746
"385",968027.249033306,970563.544761905
"386",968403.405328035,970961.54984127
"387",964886.079600077,967187.930793651
"388",965310.303574099,967638.840952381
"389",963042.737507744,965194.966984127
"390",962121.066461578,964195.717777778
"391",958796.011450789,960601.228888889
"392",960854.536520755,962825.557142857
"393",962672.723194258,964785.124761905
"394",963048.879488987,965185.271746032
"395",959483.486081736,961334.406666667
"396",958129.205921938,959861.940793651
"397",956678.790403555,958282.529365079
"398",951815.569655408,952991.934444444
"399",952960.808818817,954236.553174603
"400",953529.235830716,954850.311587302
"401",952992.10621889,954257.873809524
"402",953752.803947959,955081.622222222
"403",954801.907752783,956219.374444445
"404",957917.921767182,959607.816349206
"405",953967.986925591,955312.935238095
"406",954920.95537183,956345.827460317
"407",954912.57023222,956330.219365079
"408",947069.153367942,947776.661269841
"409",947060.768228332,947760.22984127
"410",949311.564015467,950228.67047619
"411",947524.674742037,948261.446349206
"412",947083.680488795,947769.382857142
"413",948084.716614326,948863.395555555
"414",946826.571813113,947473.707936508
"415",943453.449123032,943754.204761905
"416",942435.642718281,942621.818730158
"417",941417.836313529,941488.065079365
"418",948186.993954154,948979.223809524
"419",948418.947211006,949227.028253968
"420",947881.81759918,948629.52063492
"421",946671.740477259,947291.329206349
"422",952046.935418403,953205.152222222
"423",953672.851374736,954978.207460317
"424",952078.232818475,953228.846190476
"425",953223.471981884,954475.923492063
"426",954176.440428123,955511.388412698
