"","V_bh","V_daily"
"863",969384.044312817,999466.807460319
"864",969573.953498788,999676.41857143
"865",969535.256918668,999623.53761905
"866",970525.286285956,1000751.90666667
"867",969902.012103976,1000029.83746032
"868",968197.759228053,998069.804444446
"869",967025.831207455,996715.602063494
"870",963701.743188948,992879.802063494
"871",963823.070645091,993010.901269843
"872",963898.676948017,993089.2284127
"873",965623.510563453,995071.405555558
"874",960914.724761768,989626.746190478
"875",963397.223201961,992498.3884127
"876",969230.429013711,999240.933809526
"877",971562.700807616,1001910.5052381
"878",970906.768659052,1001151.05190476
"879",974862.1413922,1005672.4468254
"880",977651.624718286,1008850.4084127
"881",979265.421247335,1010680.86111111
"882",980327.298141109,1011879.5752381
"883",979586.455279425,1011030.40904762
"884",978123.871356226,1009361.30111111
"885",975126.363003562,1005939.12174603
"886",971175.242026635,1001418.35539683
"887",972880.480862121,1003367.98238095
"888",974909.033566791,1005682.83285714
"889",978498.637074195,1009774.62063492
"890",973613.498252954,1004202.28920635
"891",975798.80919723,1006696.68349207
"892",972285.304972533,1002675.75301588
"893",969614.376285713,999608.703809526
"894",969494.034789132,999461.993492066
"895",973354.699419186,1003898.2252381
"896",974347.994583132,1005027.49571429
"897",971014.109174649,1001201.30587302
"898",965861.175027417,995275.893174605
"899",965544.88573133,994901.82825397
"900",966952.937070898,996518.307460319
"901",968697.365466284,998523.152222224
"902",970503.843998181,1000594.2884127
"903",975148.29982626,1005918.83603175
"904",965178.315607833,994523.632063494
"905",964692.204885507,993951.869523812
"906",960558.199295708,989157.823174605
"907",956029.032310237,983878.242222224
"908",955667.021860932,983444.802857145
"909",953949.705798375,981426.039682542
"910",957072.300383622,985077.877142859
"911",951227.017344802,978230.689523812
"912",951544.292600451,978593.28793651
"913",956822.312980267,984788.854285716
"914",949530.282021758,976249.390793653
"915",950294.971419614,977140.209841272
"916",951595.251469453,978662.452698414
"917",953875.270516823,981332.891111113
"918",959519.060122384,987941.464761907
"919",956822.005062296,984785.224444447
"920",955672.937618307,983431.165079367
"921",950797.596187043,977703.380158732
"922",954641.931833804,982224.780952383
"923",960093.039436516,988607.408412701
"924",963640.18758736,992735.896031748
"925",968000.519106155,997786.764444447
"926",974255.012686843,1004997.95539683
"927",973710.117624665,1004363.84825397
"928",974187.416916578,1004903.46730159
"929",978799.214778072,1010190.60222222
"930",975762.516865507,1006714.27555556
"931",967863.047728529,997659.533968256
"932",965992.239223027,995485.099047621
"933",967364.366799351,997064.116825399
"934",964513.819296317,993755.650158732
"935",966927.736006683,996547.686507939
"936",963473.016121838,992539.896031748
"937",970465.579747333,1000666.75476191
"938",970214.606384415,1000368.18507937
"939",976119.65972265,1007176.04952381
"940",976557.769454662,1007669.52
"941",974118.712330591,1004868.06634921
"942",972365.472504791,1002846.41952381
"943",963571.175083402,992712.643333336
"944",962232.691433224,991145.686190479
"945",959532.370576478,987985.683492066
