"","v_bh","v_daily","v_mon","v_con"
"mean",959365.376538991,949047.115357769,949866.092298259,949009.591369747
"sd",0,0,0,0
"skewness",NA,NA,NA,NA
"kurtosis",NA,NA,NA,NA
