"","v_bh","v_daily","v_mon","v_con"
"mean",865679.688085861,857154.837906313,857633.299889758,857155.103842252
"sd",120838.767847079,135617.987154717,134601.896509562,135683.279806098
"skewness",0.890553560006325,0.446905394056923,0.486841712123248,0.446017917920402
"kurtosis",0.889844863274309,0.113353510840845,0.149039970994189,0.116369793164083
