"","v_bh","v_daily","v_mon","v_con"
"mean",1255912.34882064,1233616.58154588,1235395.55310954,1233536.62850684
"sd",0,0,0,0
"skewness",NA,NA,NA,NA
"kurtosis",NA,NA,NA,NA
